date,code,div
19955,A031430,0
19955,A084690,0
19955,A058650,0
19955,A025860,2.5
19955,A003850,0.28
19955,A001720,1.37
19955,A021960,0
19955,A117930,0
19955,A009410,1.07
19955,A004710,0
19955,A122900,0
19955,A004430,0.16
19955,A029530,0
19955,A002390,2.51
19955,A079430,0
19955,A192530,0
19955,A101060,0
19955,A000050,1.59
19955,A004690,0.9
19955,A017390,0.67
19955,A900140,0
19955,A003030,0.79
19955,A014830,0
19955,A037710,0
19955,A017940,0
19955,A005090,2.16
19955,A006060,2.53
19955,A005500,2.32
19955,A214420,0
19955,A015860,1.61
19955,A005720,2.86
19955,A126560,0
19955,A095720,0
19955,A016800,0
19955,A102460,0
19955,A001780,2.62
19955,A001630,1.52
19955,A104700,0
19955,A152330,0
19955,A005880,0.2
19955,A032350,0
19955,A002320,0
19955,A213500,0
19955,A002630,1.3
19955,A042700,0
19955,A000400,0.33
19955,A102280,0
19955,A033660,0
19955,A200880,0
19955,A011200,2.56
19955,A214390,0
19955,A003220,0
19955,A015350,0
19955,A138490,0
19955,A002810,2.47
19955,A002990,0
19955,A008060,0.32
19955,A004150,2.53
19955,A002250,0
19955,A003200,1.69
19955,A005690,1.5
19955,A036530,0
19955,A097230,0
19955,A007690,3
19955,A030610,0
19955,A000480,2.17
19955,A003560,0
19955,A027390,0
19955,A004440,0
19955,A004360,1.04
19955,A095570,0
19955,A011760,0
19955,A001510,0
19955,A033270,0
19955,A112610,0
19955,A000140,0
19955,A003570,0
19955,A007160,0
19955,A005810,2.9
19955,A089470,0
19955,A016580,0
19955,A008730,3.16
19955,A001130,1.12
19955,A009680,1.62
19955,A000430,0.9
19955,A003120,1.66
19955,A000020,0.45
19955,A183190,0
19955,A002780,0
19955,A102260,0
19955,A001500,1.58
19955,A011160,0
19955,A002450,0
19955,A000320,0.16
19955,A107590,0
19955,A000180,0.99
19955,A012320,0
19955,A000390,2.97
19955,A002000,2.4
19955,A017960,0.67
19955,A004970,0.31
19955,A001460,0.75
19955,A039570,0
19955,A004250,0
19955,A004700,0
19955,A003530,0
19955,A194370,0
19955,A010050,2.4
19955,A000970,2.37
19955,A005950,0
19955,A000680,0
19955,A006390,1.82
19955,A007860,3.08
19955,A004980,2.14
19955,A003070,0.36
19955,A009580,0
19955,A092230,0
19955,A079980,0
19955,A025000,3.92
19955,A011000,0
19955,A005680,1.44
19955,A161000,0
19955,A001940,3.1
19955,A000860,1.95
19955,A004130,0.27
19955,A001250,4.95
19955,A084010,0
19955,A005110,0
19955,A082740,0
19955,A000540,2.25
19955,A004840,0.34
19955,A001200,0
19955,A002030,1.95
19955,A136490,0
19955,A013520,2.79
19955,A001880,0
19955,A067830,0
19955,A004060,0
19955,A015360,0
19955,A033240,0
19955,A004380,3.05
19955,A000700,0
19955,A069640,0
19955,A010690,3.27
19955,A084680,0
19955,A090350,0
19955,A012160,0
19955,A004960,0
19955,A085310,0
19955,A011280,3.21
19955,A007540,1.45
19955,A014280,2.72
19955,A001790,2.05
19955,A011090,3.17
19955,A005390,0
19955,A010820,1.01
19955,A007810,2.31
19955,A068400,0
19955,A084870,0
19955,A007660,0
19955,A001360,1.24
19955,A227840,0
19955,A004540,0
19955,A900050,0
19955,A021820,0
19955,A000040,0
19955,A091090,0
19955,A007700,3.11
19955,A092200,0
19955,A002880,0
19955,A001270,0.87
19955,A034300,0
19955,A044450,0
19955,A007980,5.36
19955,A130660,0
19955,A025560,0
19955,A004200,0
19955,A005750,0
19955,A100250,0
19955,A012610,2.94
19955,A002840,3.13
19955,A003460,1.73
19955,A026890,0
19955,A003230,1.58
19955,A012200,2.73
19955,A037270,0
19955,A004830,2.37
19955,A103590,0
19955,A033530,0
19955,A000490,4.62
19955,A016090,2.87
19955,A006380,3.1
19955,A004310,2.56
19955,A100840,0
19955,A035150,0
19955,A117580,0
19955,A092440,0
19955,A009440,1.27
19955,A001390,0
19955,A005870,0.37
19955,A016880,2.18
19955,A058860,0
19955,A019440,0
19955,A005980,3.14
19955,A006220,1.57
19955,A002150,0
19955,A011930,0
19955,A004910,1.83
19955,A013570,2.39
19955,A075180,0
19955,A014130,2.03
19955,A041650,0
19955,A002360,0
19955,A063160,0
19955,A016710,0
19955,A123690,0
19955,A009160,0
19955,A006490,0
19955,A035510,0
19955,A094280,0
19955,A014790,1.67
19955,A002300,2.73
19955,A002700,0
19955,A003480,0
19955,A006370,0.59
19955,A035000,0
19955,A004870,0
19955,A012030,0
19955,A003650,0.86
19955,A002820,1.79
19955,A016610,0
19955,A003160,0
19955,A000890,0
19955,A002310,2.83
19955,A002210,0.77
19955,A002460,2.48
19955,A015890,0
19955,A012690,1.61
19955,A030210,0
19955,A100220,0
19955,A001820,1.67
19955,A019300,3.41
19955,A004770,0.43
19955,A001530,1.62
19955,A004560,0
19955,A004890,0
19955,A003280,0
19955,A023000,0
19955,A006090,3.03
19955,A058430,0
19955,A008350,3.45
19955,A003350,1.38
19955,A024090,0
19955,A003830,0.79
19955,A163560,0
19955,A005190,2.11
19955,A005800,1.59
19955,A047400,0
19955,A002170,4.92
19955,A034590,0
19955,A014990,1.92
19955,A014910,2.5
19955,A093240,0
19955,A011150,0
19955,A008600,0
19955,A053690,0
19955,A110570,0
19955,A001380,0
19955,A014530,3.75
19955,A075580,0
19955,A017900,0
19955,A003960,0.32
19955,A001470,0
19955,A078000,0
19955,A105840,0
19955,A006340,0.89
19955,A068290,0
19955,A018470,2.53
19955,A024890,0
19955,A134380,0
19955,A014710,0
19955,A025750,0
19955,A008040,4.04
19955,A000650,0.22
19955,A103130,0
19955,A000850,0
19955,A004720,0
19955,A003080,3.41
19955,A009200,4.85
19955,A058850,0
19955,A009270,1.69
19955,A006980,2.25
19955,A005430,2.44
19955,A002100,3.28
19955,A012170,3.57
19955,A001260,1.43
19955,A015260,2.34
19955,A077970,0
19955,A123700,0
19955,A007120,0
19955,A033180,0
19955,A079660,0
19955,A014160,0
19955,A004080,1.96
19955,A021050,0
19955,A002600,0
19955,A001020,0
19955,A007110,1.26
19955,A145210,0
19955,A000300,0
19955,A018500,3.66
19955,A008970,1.64
19955,A009070,1.5
19955,A077500,0
19955,A002720,0.42
19955,A008250,3.15
19955,A006880,0
19955,A003610,0.6
19955,A020760,0
19955,A007190,1.82
19955,A005010,0
19955,A008700,0
19955,A002920,2
19955,A002900,4.21
19955,A017180,0
19955,A013580,0
19955,A129260,0
19955,A005360,0
19955,A017550,0
19955,A012800,2.23
19955,A007590,2.42
19955,A012280,0
19955,A000500,2.29
19955,A017040,1.97
19955,A004450,3.29
19955,A009770,0
19955,A028100,0
19955,A001750,0
19955,A081000,0
19955,A010960,0
19955,A000220,1.92
19955,A016590,3.57
19955,A084670,0
19955,A016380,1.9
19955,A027740,0
19955,A011690,2.52
19955,A006570,1.38
19955,A005960,0.33
19955,A013000,0.9
19955,A013870,0
19955,A133820,0
19955,A011330,0
19955,A000590,1.15
19955,A001340,1.79
19955,A083420,0
19955,A010100,3.68
19955,A118000,0
19955,A023800,0
19955,A032560,0
19955,A025530,0
19955,A001570,2.22
19955,A071970,0
19955,A214330,0
19955,A120030,0
19955,A006660,0.57
19955,A001080,0.26
19955,A002200,3.02
19955,A008260,0
19955,A001210,1.7
19955,A015230,4.42
19955,A144620,0
19955,A014440,0
19955,A104120,0
19955,A011700,0.91
19955,A058730,0
19955,A014580,3.57
19955,A008870,1.6
19955,A015590,1.36
19955,A023810,0
19955,A011420,3.41
19955,A002760,4.65
19955,A015020,0
19955,A072130,0
19955,A006890,0
19955,A009310,0
19955,A004270,0.36
19955,A128820,0
19955,A005320,0
19955,A010040,3.22
19955,A001290,1.94
19955,A155660,0
19955,A004100,2.29
19955,A024070,0
19955,A030790,0
19955,A090080,0
19955,A004090,3.66
19955,A119650,0
19955,A210540,0
19955,A009460,0
19955,A092220,0
19955,A000910,0
19955,A004740,0
19955,A001620,1.19
19955,A001560,0
19955,A005420,3.48
19955,A104110,0
19955,A006740,0
19955,A003780,0
19955,A011810,0
19955,A109070,0
19955,A002070,1.92
19955,A023450,0
19955,A009190,5.05
19955,A017370,0
19955,A011500,0
19955,A088790,0
19955,A024900,0
19955,A071950,0
19955,A013360,2.17
19955,A093230,0
19955,A009320,1.16
19955,A023350,0
19955,A011300,0.68
19955,A000950,0.85
19955,A004410,0
19955,A031820,0
19955,A012600,0.96
19955,A002410,0
19955,A000760,0.93
19955,A001070,0
19955,A023150,0
19955,A000520,0.68
19955,A013700,4.6
19955,A002710,2.12
19955,A010660,2.78
19955,A008110,0
19955,A003580,0
19955,A069730,0
19955,A008420,1.82
19955,A003720,0
19955,A010770,3.28
19955,A051630,0
19955,A026940,0
19955,A001550,4.1
19955,A004140,2.79
19955,A009180,0
19955,A005620,1.05
19955,A003680,2.94
19955,A033250,0
19955,A005070,2.02
19955,A002140,6.12
19955,A044380,0
19955,A002690,0
19955,A020120,0
19955,A090370,0
19955,A049800,0
19955,A005820,0
19955,A007610,0
19955,A025820,2.31
19955,A009810,0.72
19955,A005030,2.78
19955,A010420,0
19955,A002220,0.29
19955,A006200,1.84
19955,A069460,0
19955,A025620,2.99
19955,A019180,0
19955,A003010,0.98
19955,A071090,0
19955,A015540,0.68
19955,A030720,0
19955,A101140,0
19955,A023960,0
19955,A006110,1.54
19955,A007460,1.22
19955,A005450,0.53
19955,A011390,2.83
19955,A074610,0
19955,A019490,0
19955,A134790,0
19955,A004920,2.29
19955,A008500,2.88
19955,A025890,0
19955,A010600,0
19955,A009470,0.51
19955,A009140,2.52
19955,A007630,1.57
19955,A027970,0
19955,A001420,2.56
19955,A002870,1.79
19955,A010580,2.81
19955,A011720,0.64
19955,A002420,0
19955,A011230,1.76
19955,A010640,2.5
19955,A001770,2
19955,A001140,5
19955,A007280,2.08
19956,A005930,0.71
19956,A015760,1.62
19956,A005380,1.71
19956,A090430,0
19956,A012330,3.27
19956,A028260,0
19956,A035420,0
19956,A032830,0
19956,A000660,0
19956,A000270,0
19956,A055550,0
19956,A051910,0
19956,A005490,1.87
19956,A033780,0
19956,A017670,0.21
19956,A034730,0
19956,A051900,0
19956,A018260,0
19956,A096770,0
19956,A000810,0.21
19956,A105560,0
19956,A002790,2.21
19956,A003550,3.38
19956,A011170,5.14
19956,A010950,6.82
19956,A034220,0
19956,A035250,0
19956,A010130,2.63
19956,A066570,0
19956,A008930,0.3
19956,A030200,0
19956,A021240,0
19956,A009540,0
19956,A023530,0
19956,A006400,0.36
19956,A086790,0
19956,A086280,0
19956,A000030,1.94
19956,A004020,2.04
19956,A001040,0.19
19956,A024110,0
19956,A161390,0
19956,A047810,0
19956,A018880,0
19956,A001800,2.5
19956,A128940,0
19956,A088350,0
19956,A027410,0
19956,A097950,0
19956,A139480,0
19956,A036570,0
19956,A005830,0
19956,A032640,0
19956,A000120,2.21
19956,A078930,0
19956,A029780,0
19956,A007070,0
19956,A002380,1.73
19956,A009240,0
19956,A004800,2.05
19956,A009830,0.84
19956,A012750,0
19956,A000720,0
19956,A009150,0.64
19956,A036460,0
19956,A004990,0.67
19956,A051600,0
19956,A000100,1.1
19956,A012630,0
19956,A069960,0
19956,A007310,2.21
19956,A000880,0
19956,A001450,1.02
19956,A138930,0
19956,A037620,0
19956,A000210,0.75
19956,A003520,0.54
19956,A016360,0.38
19956,A006800,0
19956,A047050,0
19956,A008770,2.5
19956,A005940,0
19956,A034020,0
19956,A010060,2.05
19956,A005300,0.42
19956,A047040,0
19956,A011210,0
19956,A004370,2.66
19956,A079160,0
19956,A012450,1.78
19956,A071050,0
19956,A004170,0.15
19956,A001440,2.86
19956,A000240,1.52
19956,A006360,2.65
19956,A010140,2.51
19956,A003490,1.84
19956,A028050,0
19956,A006280,2.05
19956,A079550,0
19956,A000150,0
19956,A011780,5.49
19956,A011070,0
19956,A111770,0
19956,A161890,0
19956,A002550,0.72
19956,A005610,0
19956,A005440,2.5
19956,A006120,2.15
19956,A028670,0
19956,A204320,0
19956,A000670,0.77
19956,A030000,0
19956,A000080,2.88
19956,A114090,0
19956,A120110,0
19956,A105630,0
19956,A214320,0
19956,A014820,1.49
19956,A006260,2.58
19956,A000060,2.07
19956,A057050,0
19956,A192400,0
19956,A008560,0
19956,A138040,0
19956,A005250,0.73
19956,A039490,0
19956,A003690,0.94
19956,A003450,0
19956,A226320,0
19956,A002620,2.22
19956,A001740,0.54
19956,A006650,0
19956,A010120,2
19956,A139130,0
19956,A001120,3.45
19956,A064350,0
19956,A192820,0
19956,A017800,0
19956,A003410,2.76
19956,A002350,0
19956,A000070,2.06
19956,A010620,2.96
19956,A002270,0.78
19956,A010780,1.69
19956,A042670,0
19956,A042660,0
19956,A108670,0
19956,A071840,0
19956,A073240,0
19956,A181710,0
19956,A082640,0
19956,A003000,0.34
19956,A068870,0
19956,A170900,0
19956,A023590,0
19956,A052690,0
19956,A049770,0
19956,A039130,0
19956,A185750,0
19956,A145990,0
19956,A081660,0
19956,A001680,1.25
19956,A180640,0
19956,A003240,0.2
19956,A069620,0
19956,A011790,0
19956,A020000,0
19956,A006040,3.43
19956,A001060,1.82
19956,A003620,0
19956,A025540,0
19956,A064960,0
19956,A000640,0.95
19956,A007570,1.99
19956,A037560,0
19956,A008000,3.42
19956,A001430,0
19956,A101530,0
19956,A004000,0.47
19956,A014680,3.69
19956,A020560,0
19956,A024720,0
19956,A089590,0
19956,A009420,0.52
19956,A034310,0
19956,A000990,1.97
19956,A175330,0
19956,A009970,3.15
19956,A033920,0
19956,A103140,0
19956,A071320,0
19956,A006840,0
19956,A115390,0
19956,A001230,3.26
19956,A069260,0
19956,A001520,2.5
19956,A019680,0
19956,A005740,2.08
19956,A002240,0.65
19956,A096760,0
19956,A016450,0
19956,A000370,2.21
19956,A018670,0
19956,A072710,0
19956,A012510,0
19956,A053210,0
19956,A000230,0.21
19956,A017810,1.62
19956,A003300,1.44
19956,A005180,2.15
19956,A007340,0
19956,A093050,0
19956,A085620,0
19956,A003090,0.31
19956,A002020,0.48
19956,A003470,0
19956,A009450,2.35
19956,A020150,0
19956,A002960,3.64
19956,A210980,0
19956,A060980,0
19956,A138250,0
19956,A044820,0
19956,A019170,1.04
19956,A004490,2.44
19956,A093370,0
19956,A003540,0
19956,A009290,3.1
19956,A008490,2.65
19956,A031440,0
19956,A078520,0
19956,A003060,0
19956,A029460,0
19956,A007210,3.1
19956,A003920,1.05
19956,A005850,2.42
19956,A036580,0
19956,A034120,0
19956,A031430,0
19956,A084690,0
19956,A058650,0
19956,A025860,2.5
19956,A003850,0.28
19956,A001720,1.37
19956,A021960,0
19956,A117930,0
19956,A009410,1.07
19956,A004710,0
19956,A122900,0
19956,A004430,0.16
19956,A029530,0
19956,A002390,2.51
19956,A079430,0
19956,A192530,0
19956,A101060,0
19956,A000050,1.59
19956,A004690,0.9
19956,A017390,0.67
19956,A900140,0
19956,A003030,0.79
19956,A014830,0
19956,A037710,0
19956,A017940,0
19956,A005090,2.16
19956,A006060,2.53
19956,A005500,2.32
19956,A214420,0
19956,A015860,1.61
19956,A005720,2.86
19956,A126560,0
19956,A095720,0
19956,A016800,0
19956,A102460,0
19956,A001780,2.62
19956,A001630,1.52
19956,A104700,0
19956,A152330,0
19956,A005880,0.2
19956,A032350,0
19956,A002320,0
19956,A213500,0
19956,A002630,1.3
19956,A042700,0
19956,A000400,0.33
19956,A102280,0
19956,A033660,0
19956,A200880,0
19956,A011200,2.56
19956,A214390,0
19956,A003220,0
19956,A015350,0
19956,A138490,0
19956,A002810,2.47
19956,A002990,0
19956,A008060,0.32
19956,A004150,2.53
19956,A002250,0
19956,A003200,1.69
19956,A005690,1.5
19956,A036530,0
19956,A097230,0
19956,A007690,3
19956,A030610,0
19956,A000480,2.17
19956,A003560,0
19956,A027390,0
19956,A004440,0
19956,A004360,1.04
19956,A095570,0
19956,A011760,0
19956,A001510,0
19956,A033270,0
19956,A112610,0
19956,A000140,0
19956,A003570,0
19956,A007160,0
19956,A005810,2.9
19956,A089470,0
19956,A016580,0
19956,A008730,3.16
19956,A001130,1.12
19956,A009680,1.62
19956,A000430,0.9
19956,A003120,1.66
19956,A000020,0.45
19956,A183190,0
19956,A002780,0
19956,A102260,0
19956,A001500,1.58
19956,A011160,0
19956,A002450,0
19956,A000320,0.16
19956,A107590,0
19956,A000180,0.99
19956,A012320,0
19956,A000390,2.97
19956,A002000,2.4
19956,A017960,0.67
19956,A004970,0.31
19956,A001460,0.75
19956,A039570,0
19956,A004250,0
19956,A004700,0
19956,A003530,0
19956,A194370,0
19956,A010050,2.4
19956,A000970,2.37
19956,A005950,0
19956,A000680,0
19956,A006390,1.82
19956,A007860,3.08
19956,A004980,2.14
19956,A003070,0.36
19956,A009580,0
19956,A092230,0
19956,A079980,0
19956,A025000,3.92
19956,A011000,0
19956,A005680,1.44
19956,A161000,0
19956,A001940,3.1
19956,A000860,1.95
19956,A004130,0.27
19956,A001250,4.95
19956,A084010,0
19956,A005110,0
19956,A082740,0
19956,A000540,2.25
19956,A004840,0.34
19956,A001200,0
19956,A002030,1.95
19956,A136490,0
19956,A013520,2.79
19956,A001880,0
19956,A067830,0
19956,A004060,0
19956,A015360,0
19956,A033240,0
19956,A004380,3.05
19956,A000700,0
19956,A069640,0
19956,A010690,3.27
19956,A084680,0
19956,A090350,0
19956,A012160,0
19956,A004960,0
19956,A085310,0
19956,A011280,3.21
19956,A007540,1.45
19956,A014280,2.72
19956,A001790,2.05
19956,A011090,3.17
19956,A005390,0
19956,A010820,1.01
19956,A007810,2.31
19956,A068400,0
19956,A084870,0
19956,A007660,0
19956,A001360,1.24
19956,A227840,0
19956,A004540,0
19956,A900050,0
19956,A021820,0
19956,A000040,0
19956,A091090,0
19956,A007700,3.11
19956,A092200,0
19956,A002880,0
19956,A001270,0.87
19956,A034300,0
19956,A044450,0
19956,A007980,5.36
19956,A130660,0
19956,A025560,0
19956,A004200,0
19956,A005750,0
19956,A100250,0
19956,A012610,2.94
19956,A002840,3.13
19956,A003460,1.73
19956,A026890,0
19956,A003230,1.58
19956,A012200,2.73
19956,A037270,0
19956,A004830,2.37
19956,A103590,0
19956,A033530,0
19956,A000490,4.62
19956,A016090,2.87
19956,A006380,3.1
19956,A004310,2.56
19956,A100840,0
19956,A035150,0
19956,A117580,0
19956,A092440,0
19956,A009440,1.27
19956,A001390,0
19956,A005870,0.37
19956,A016880,2.18
19956,A058860,0
19956,A019440,0
19956,A005980,3.14
19956,A006220,1.57
19956,A002150,0
19956,A011930,0
19956,A004910,1.83
19956,A013570,2.39
19956,A075180,0
19956,A014130,2.03
19956,A041650,0
19956,A002360,0
19956,A063160,0
19956,A016710,0
19956,A123690,0
19956,A009160,0
19956,A006490,0
19956,A035510,0
19956,A094280,0
19956,A014790,1.67
19956,A002300,2.73
19956,A002700,0
19956,A003480,0
19956,A006370,0.59
19956,A035000,0
19956,A004870,0
19956,A012030,0
19956,A003650,0.86
19956,A002820,1.79
19956,A016610,0
19956,A003160,0
19956,A000890,0
19956,A002310,2.83
19956,A002210,0.77
19956,A002460,2.48
19956,A015890,0
19956,A012690,1.61
19956,A030210,0
19956,A100220,0
19956,A001820,1.67
19956,A019300,3.41
19956,A004770,0.43
19956,A001530,1.62
19956,A004560,0
19956,A004890,0
19956,A003280,0
19956,A023000,0
19956,A006090,3.03
19956,A058430,0
19956,A008350,3.45
19956,A003350,1.38
19956,A024090,0
19956,A003830,0.79
19956,A163560,0
19956,A005190,2.11
19956,A005800,1.59
19956,A047400,0
19956,A002170,4.92
19956,A034590,0
19956,A014990,1.92
19956,A014910,2.5
19956,A093240,0
19956,A011150,0
19956,A008600,0
19956,A053690,0
19956,A110570,0
19956,A001380,0
19956,A014530,3.75
19956,A075580,0
19956,A017900,0
19956,A003960,0.32
19956,A001470,0
19956,A078000,0
19956,A105840,0
19956,A006340,0.89
19956,A068290,0
19956,A018470,2.53
19956,A024890,0
19956,A134380,0
19956,A014710,0
19956,A025750,0
19956,A008040,4.04
19956,A000650,0.22
19956,A103130,0
19956,A000850,0
19956,A004720,0
19956,A003080,3.41
19956,A009200,4.85
19956,A058850,0
19956,A009270,1.69
19956,A006980,2.25
19956,A005430,2.44
19956,A002100,3.28
19956,A012170,3.57
19956,A001260,1.43
19956,A015260,2.34
19956,A077970,0
19956,A123700,0
19956,A007120,0
19956,A033180,0
19956,A079660,0
19956,A014160,0
19956,A004080,1.96
19956,A021050,0
19956,A002600,0
19956,A001020,0
19956,A007110,1.26
19956,A145210,0
19956,A000300,0
19956,A018500,3.66
19956,A008970,1.64
19956,A009070,1.5
19956,A077500,0
19956,A002720,0.42
19956,A008250,3.15
19956,A006880,0
19956,A003610,0.6
19956,A020760,0
19956,A007190,1.82
19956,A005010,0
19956,A008700,0
19956,A002920,2
19956,A002900,4.21
19956,A017180,0
19956,A013580,0
19956,A129260,0
19956,A005360,0
19956,A017550,0
19956,A012800,2.23
19956,A007590,2.42
19956,A012280,0
19956,A000500,2.29
19956,A017040,1.97
19956,A004450,3.29
19956,A009770,0
19956,A028100,0
19956,A001750,0
19956,A081000,0
19956,A010960,0
19956,A000220,1.92
19956,A016590,3.57
19956,A084670,0
19956,A016380,1.9
19956,A027740,0
19956,A011690,2.52
19956,A006570,1.38
19956,A005960,0.33
19956,A013000,0.9
19956,A013870,0
19956,A133820,0
19956,A011330,0
19956,A000590,1.15
19956,A001340,1.79
19956,A083420,0
19956,A010100,3.68
19956,A118000,0
19956,A023800,0
19956,A032560,0
19956,A025530,0
19956,A001570,2.22
19956,A071970,0
19956,A214330,0
19956,A120030,0
19956,A006660,0.57
19956,A001080,0.26
19956,A002200,3.02
19956,A008260,0
19956,A001210,1.7
19956,A015230,4.42
19956,A144620,0
19956,A014440,0
19956,A104120,0
19956,A011700,0.91
19956,A058730,0
19956,A014580,3.57
19956,A008870,1.6
19956,A015590,1.36
19956,A023810,0
19956,A011420,3.41
19956,A002760,4.65
19956,A015020,0
19956,A072130,0
19956,A006890,0
19956,A009310,0
19956,A004270,0.36
19956,A128820,0
19956,A005320,0
19956,A010040,3.22
19956,A001290,1.94
19956,A155660,0
19956,A004100,2.29
19956,A024070,0
19956,A030790,0
19956,A090080,0
19956,A004090,3.66
19956,A119650,0
19956,A210540,0
19956,A009460,0
19956,A092220,0
19956,A000910,0
19956,A004740,0
19956,A001620,1.19
19956,A001560,0
19956,A005420,3.48
19956,A104110,0
19956,A006740,0
19956,A003780,0
19956,A011810,0
19956,A109070,0
19956,A002070,1.92
19956,A023450,0
19956,A009190,5.05
19956,A017370,0
19956,A011500,0
19956,A088790,0
19956,A024900,0
19956,A071950,0
19956,A013360,2.17
19956,A093230,0
19956,A009320,1.16
19956,A023350,0
19956,A011300,0.68
19956,A000950,0.85
19956,A004410,0
19956,A031820,0
19956,A012600,0.96
19956,A002410,0
19956,A000760,0.93
19956,A001070,0
19956,A023150,0
19956,A000520,0.68
19956,A013700,4.6
19956,A002710,2.12
19956,A010660,2.78
19956,A008110,0
19956,A003580,0
19956,A069730,0
19956,A008420,1.82
19956,A003720,0
19956,A010770,3.28
19956,A051630,0
19956,A026940,0
19956,A001550,4.1
19956,A004140,2.79
19956,A009180,0
