date,dy,code
20081231,3.54,A033780
20081231,3.52,A051910
20081231,1.05,A051900
20081231,0,A034730
20081231,2.79,A096770
20081231,1.38,A002790
20081231,1.88,A000810
20081231,0,A105560
20081231,0,A018260
20081231,1.76,A003550
20081231,8.13,A010950
20081231,0.48,A011170
20081231,5.27,A035250
20081231,2.74,A010130
20081231,0.58,A008930
20081231,0.47,A066570
20081231,2.38,A034220
20081231,2.51,A009540
20081231,2.99,A030200
20081231,3.26,A021240
20081231,0.45,A006400
20081231,1.03,A086790
20081231,0.6,A023530
20081231,1.07,A086280
20081231,0,A000030
20081231,0,A047810
20081231,0,A128940
20081231,0,A161390
20081231,0,A024110
20081231,1.33,A004020
20081231,3.75,A001040
20081231,4.55,A018880
20081231,0.96,A001800
20081231,0,A088350
20081231,0,A027410
20081231,2.93,A005830
20081231,2.79,A036570
20081231,0.56,A097950
20081231,0,A139480
20081231,0,A000120
20081231,1.86,A078930
20081231,2.01,A032640
20081231,1.63,A029780
20081231,5.97,A009240
20081231,2.43,A002380
20081231,1.96,A004800
20081231,0,A007070
20081231,2.04,A012750
20081231,0.75,A009150
20081231,5.83,A009830
20081231,0.88,A000720
20081231,2.03,A036460
20081231,0.45,A000100
20081231,1.54,A012630
20081231,3.2,A051600
20081231,0.95,A069960
20081231,1.39,A007310
20081231,0.23,A004990
20081231,4,A001450
20081231,2.6,A000880
20081231,0,A138930
20081231,0.22,A000210
20081231,1.73,A016360
20081231,0.22,A047050
20081231,0.35,A037620
20081231,1.56,A008770
20081231,1.09,A006800
20081231,3.25,A005940
20081231,0,A011210
20081231,1.4,A012450
20081231,0.34,A071050
20081231,0,A003520
20081231,1.64,A079160
20081231,2.82,A047040
20081231,1.64,A004370
20081231,0.79,A034020
20081231,2.21,A010140
20081231,0.26,A005300
20081231,0.68,A010060
20081231,0,A079550
20081231,1.07,A006280
20081231,0.98,A000240
20081231,0,A204320
20081231,2.82,A001440
20081231,0,A161890
20081231,1.04,A000150
20081231,0.86,A006360
20081231,0.93,A011070
20081231,0.26,A004170
20081231,0,A003490
20081231,3.88,A028670
20081231,3.45,A028050
20081231,4.1,A011780
20081231,0.37,A006120
20081231,1.31,A006260
20081231,3.75,A002550
20081231,0.91,A005440
20081231,4.1,A030000
20081231,0,A111770
20081231,1.29,A000060
20081231,1.01,A002620
20081231,4.5,A014820
20081231,0.47,A000670
20081231,0,A120110
20081231,0,A192400
20081231,5.51,A005610
20081231,3.21,A005250
20081231,0,A000080
20081231,0,A003410
20081231,0,A214320
20081231,0,A114090
20081231,0,A138040
20081231,0,A105630
20081231,0,A057050
20081231,4.1,A008560
20081231,1.32,A039490
20081231,2.12,A003690
20081231,0,A139130
20081231,0,A226320
20081231,0.77,A017800
20081231,2.19,A003450
20081231,1.93,A010120
20081231,0,A192820
20081231,1.19,A001740
20081231,0,A064350
20081231,0.75,A010780
20081231,1.37,A001120
20081231,3.7,A010620
20081231,0,A073240
20081231,0,A006650
20081231,0.74,A002350
20081231,1.03,A042670
20081231,1.43,A069620
20081231,3.26,A042660
20081231,1.62,A000070
20081231,0,A108670
20081231,1.43,A003000
20081231,0,A181710
20081231,0,A068870
20081231,0,A071840
20081231,0.5,A002270
20081231,0,A170900
20081231,2.75,A049770
20081231,0,A082640
20081231,0,A185750
20081231,0,A052690
20081231,1.76,A023590
20081231,3.38,A001060
20081231,3.22,A039130
20081231,0,A081660
20081231,0,A064960
20081231,0,A145990
20081231,0.15,A003240
20081231,1.58,A011790
20081231,0,A180640
20081231,0,A001680
20081231,2.55,A020000
20081231,0,A009420
20081231,2.64,A024720
20081231,2.75,A006040
20081231,0,A037560
20081231,0,A003620
20081231,2.74,A025540
20081231,0.79,A000640
20081231,4.59,A006840
20081231,0,A007570
20081231,4.8,A001430
20081231,0,A008000
20081231,1.69,A004000
20081231,0,A000990
20081231,5.77,A014680
20081231,0,A175330
20081231,0,A020560
20081231,4.58,A069260
20081231,2.49,A034310
20081231,2.32,A033920
20081231,0,A071320
20081231,3.2,A009970
20081231,0,A089590
20081231,0,A103140
20081231,0,A115390
20081231,0,A096760
20081231,2.79,A001230
20081231,16.29,A019680
20081231,3.17,A018670
20081231,0,A001520
20081231,2.2,A003090
20081231,2.01,A000230
20081231,0,A060980
20081231,0,A053210
20081231,0,A000370
20081231,3.45,A072710
20081231,0,A012510
20081231,2.9,A016450
20081231,0,A020150
20081231,1.06,A002240
20081231,1.03,A002020
20081231,2.76,A005180
20081231,1.29,A003470
20081231,1.86,A093050
20081231,1.22,A003300
20081231,0,A101530
20081231,1.33,A007340
20081231,0,A085620
20081231,2.75,A009450
20081231,1.57,A005740
20081231,1.91,A017810
20081231,4.64,A044820
20081231,0,A210980
20081231,1.93,A031440
20081231,8.53,A002960
20081231,0.36,A078520
20081231,0,A093370
20081231,2.04,A003850
20081231,0,A138250
20081231,0,A003060
20081231,4.51,A008490
20081231,1.87,A009290
20081231,0,A117930
20081231,1.63,A004490
20081231,0.86,A029460
20081231,1.35,A011200
20081231,5.88,A003540
20081231,1.67,A005850
20081231,0.2,A003920
20081231,0,A214420
20081231,0,A036580
20081231,0,A034120
20081231,2.17,A007210
20081231,0,A004430
20081231,6.52,A084690
20081231,0,A122900
20081231,4.59,A029530
20081231,2.32,A058650
20081231,1.4,A002390
20081231,0,A031430
20081231,1.76,A009410
20081231,4.14,A001720
20081231,4.29,A021960
20081231,4.37,A079430
20081231,1.92,A004710
20081231,2.65,A019170
20081231,9.49,A006060
20081231,2.72,A025860
20081231,0,A000050
20081231,0,A070960
20081231,0.34,A005500
20081231,2.1,A016380
20081231,1.37,A101060
20081231,0,A192530
20081231,0.96,A004690
20081231,0,A002630
20081231,3.42,A014830
20081231,5.17,A002250
20081231,2.15,A017940
20081231,0.76,A005880
20081231,2.03,A017390
20081231,3.59,A005090
20081231,0,A006390
20081231,1.24,A037710
20081231,0,A152330
20081231,3.9,A095720
20081231,0.35,A097230
20081231,0,A900140
20081231,2.36,A005720
20081231,3.45,A003030
20081231,0,A102460
20081231,0,A015860
20081231,0,A005690
20081231,1.1,A002320
20081231,1.57,A001630
20081231,0,A032350
20081231,0,A003560
20081231,2.94,A016800
20081231,0,A214390
20081231,0,A001780
20081231,0,A126560
20081231,0,A033660
20081231,3.45,A042700
20081231,0,A000400
20081231,3.78,A003220
20081231,2.9,A104700
20081231,0,A102280
20081231,5.62,A015350
20081231,0,A213500
20081231,0,A011760
20081231,5.24,A036530
20081231,3.64,A007690
20081231,2.74,A002810
20081231,0,A112610
20081231,0,A138490
20081231,0,A200880
20081231,2.46,A033270
20081231,0.6,A030610
20081231,7.31,A008060
20081231,0.23,A001510
20081231,0,A004150
20081231,0,A004440
20081231,2.4,A003200
20081231,0,A005810
20081231,0,A004700
20081231,2.71,A002990
20081231,4.74,A027390
20081231,2.34,A000480
20081231,1.44,A004360
20081231,3.48,A016580
20081231,1.83,A000140
20081231,5.17,A089470
20081231,0,A095570
20081231,0.55,A001460
20081231,1.71,A003570
20081231,0,A007160
20081231,2.2,A001130
20081231,7.1,A008730
20081231,0.69,A003120
20081231,0,A102260
20081231,0,A194370
20081231,0,A002780
20081231,3.35,A009680
20081231,3.43,A000430
20081231,1.85,A000020
20081231,0,A107590
20081231,0,A001500
20081231,0,A183190
20081231,2.91,A011160
20081231,0,A039570
20081231,0,A079980
20081231,0,A004060
20081231,1.97,A012320
20081231,1.2,A002000
20081231,2.29,A017960
20081231,3.64,A000970
20081231,6.06,A004130
20081231,6.47,A004250
20081231,2.97,A010050
20081231,0,A002450
20081231,0,A000680
20081231,4.25,A005950
20081231,5.14,A000390
20081231,4.09,A000320
20081231,0,A000180
20081231,1.25,A004970
20081231,0,A009580
20081231,0.62,A004840
20081231,2.87,A003530
20081231,0,A161000
20081231,0,A011000
20081231,2.45,A003070
20081231,4.18,A092230
20081231,0,A082740
20081231,1.25,A085310
20081231,2.76,A000700
20081231,4.48,A025000
20081231,2.91,A000860
20081231,7.78,A007860
20081231,0,A004980
20081231,0,A013520
20081231,5.86,A004380
20081231,0,A001200
20081231,5.62,A010690
20081231,2.38,A005680
20081231,1.27,A002030
20081231,4.1,A012200
20081231,8.71,A001250
20081231,0,A001880
20081231,0,A000540
20081231,3.28,A014280
20081231,6.46,A084010
20081231,3.44,A033240
20081231,0,A012160
20081231,0,A001360
20081231,0,A067830
20081231,4.81,A015360
20081231,2.5,A011280
20081231,0,A007810
20081231,0,A136490
20081231,2.5,A007700
20081231,4.2,A090350
20081231,0,A010820
20081231,2.54,A001940
20081231,0,A005390
20081231,1.07,A007540
20081231,0,A069640
20081231,0,A006490
20081231,0,A002880
20081231,1.71,A091090
20081231,0,A002360
20081231,0.97,A001790
20081231,4.74,A007660
20081231,0,A084680
20081231,0,A068400
20081231,0,A004540
20081231,2.51,A092200
20081231,8.7,A037270
20081231,0,A011090
20081231,3.66,A004960
20081231,0,A130660
20081231,1.3,A021820
20081231,0,A084870
20081231,0,A900050
20081231,2.36,A000490
20081231,3.13,A012610
20081231,6.12,A001270
20081231,0,A000040
20081231,1.83,A044450
20081231,0,A025560
20081231,0,A227840
20081231,5.3,A100250
20081231,0.72,A002840
20081231,0,A035150
20081231,1.5,A004830
20081231,5.79,A033530
20081231,0,A004200
20081231,0,A103590
20081231,1.87,A009440
20081231,0,A005750
20081231,0,A016880
20081231,2.73,A005980
20081231,5.43,A003460
20081231,3.66,A034300
20081231,1.41,A003230
20081231,6.85,A026890
20081231,4.72,A007980
20081231,0,A163560
20081231,2.22,A100840
20081231,0,A117580
20081231,3.02,A092440
20081231,0,A058860
20081231,0,A005870
20081231,2.19,A004310
20081231,0.43,A011930
20081231,0,A006220
20081231,0,A002150
20081231,1.93,A013570
20081231,0,A019440
20081231,1.89,A002460
20081231,4.24,A001390
20081231,7.08,A004910
20081231,0,A006380
20081231,3.17,A009160
20081231,1.92,A019300
20081231,0,A002310
20081231,5.81,A063160
20081231,1.33,A002170
20081231,0,A094280
20081231,0,A009310
20081231,10.17,A003650
20081231,5.85,A075180
20081231,3.96,A016710
20081231,9.24,A041650
20081231,0,A003160
20081231,0.99,A002300
20081231,1.25,A001820
20081231,0,A123690
20081231,2.42,A016090
20081231,0,A030210
20081231,1.51,A003280
20081231,0,A005110
20081231,0,A014130
20081231,0,A016610
20081231,4.16,A015890
20081231,0,A004870
20081231,1.92,A000890
20081231,3.78,A006370
20081231,3.11,A004890
20081231,0,A012690
20081231,0,A008350
20081231,5.06,A003480
20081231,5.78,A014790
20081231,0.5,A002210
20081231,1.41,A002820
20081231,2.17,A035510
20081231,2.2,A005190
20081231,1.96,A001530
20081231,1.65,A005800
20081231,2.35,A100220
20081231,1.89,A024090
20081231,2,A035000
20081231,0,A004560
20081231,0.98,A003830
20081231,0,A001380
20081231,3.01,A058430
20081231,0,A047400
20081231,0,A023000
20081231,0,A024890
20081231,0,A006090
20081231,3.07,A012030
20081231,0.75,A003350
20081231,1.88,A077970
20081231,5.25,A034590
20081231,0,A103130
20081231,0,A002700
20081231,3.66,A033180
20081231,0,A014990
20081231,5.15,A008600
20081231,0,A017900
20081231,0,A003960
20081231,0,A075580
20081231,0,A012170
20081231,0,A053690
