date,dy,code
20100930,0,A004440
20100930,3.02,A003200
20100930,2.75,A005810
20100930,0.8,A004700
20100930,0,A002990
20100930,2.96,A027390
20100930,3.79,A000480
20100930,1.13,A004360
20100930,3.6,A016580
20100930,0.74,A000140
20100930,1.65,A089470
20100930,0,A095570
20100930,0.53,A001460
20100930,1.75,A003570
20100930,0.45,A007160
20100930,1.8,A001130
20100930,5.68,A008730
20100930,0.57,A003120
20100930,0,A102260
20100930,0,A194370
20100930,0,A002780
20100930,3.49,A009680
20100930,1.74,A000430
20100930,1.89,A000020
20100930,0,A107590
20100930,0,A001500
20100930,0,A183190
20100930,1.52,A011160
20100930,0,A039570
20100930,0,A079980
20100930,0,A004060
20100930,2.34,A012320
20100930,2.5,A002000
20100930,1.74,A017960
20100930,3.73,A000970
20100930,3.24,A004130
20100930,3.02,A004250
20100930,0,A010050
20100930,2.59,A002450
20100930,0.82,A000680
20100930,3.11,A005950
20100930,4.1,A000390
20100930,6.72,A000320
20100930,0,A000180
20100930,1.67,A004970
20100930,3.21,A009580
20100930,0.3,A004840
20100930,2.03,A003530
20100930,0,A161000
20100930,0,A011000
20100930,0,A003070
20100930,3.07,A092230
20100930,0,A082740
20100930,0.81,A085310
20100930,1.35,A000700
20100930,2.48,A025000
20100930,2.46,A000860
20100930,1.95,A007860
20100930,0,A004980
20100930,0.88,A013520
20100930,4.49,A004380
20100930,0,A001200
20100930,0.87,A010690
20100930,1.67,A005680
20100930,1.09,A002030
20100930,1.71,A012200
20100930,2.88,A001250
20100930,0,A001880
20100930,0,A000540
20100930,2.8,A014280
20100930,1.07,A084010
20100930,1.72,A033240
20100930,4.46,A012160
20100930,0,A001360
20100930,0,A067830
20100930,5.17,A015360
20100930,1.89,A011280
20100930,0,A007810
20100930,0,A136490
20100930,3.6,A007700
20100930,4.54,A090350
20100930,0,A010820
20100930,1.67,A001940
20100930,1.15,A005390
20100930,1.4,A007540
20100930,0,A069640
20100930,0,A006490
20100930,1.7,A002880
20100930,1.04,A091090
20100930,0,A002360
20100930,1.65,A001790
20100930,2.46,A007660
20100930,0,A084680
20100930,0,A068400
20100930,0,A004540
20100930,0.77,A092200
20100930,0,A037270
20100930,0,A011090
20100930,1.47,A004960
20100930,1.19,A130660
20100930,0.82,A021820
20100930,0.27,A084870
20100930,0.24,A900050
20100930,1,A000490
20100930,1.43,A012610
20100930,5.97,A001270
20100930,0,A000040
20100930,2.04,A044450
20100930,0,A025560
20100930,0,A227840
20100930,3.8,A100250
20100930,1.6,A002840
20100930,1.28,A035150
20100930,1.56,A004830
20100930,1.84,A033530
20100930,0,A004200
20100930,0.96,A103590
20100930,1.87,A009440
20100930,4.81,A005750
20100930,0,A016880
20100930,0,A005980
20100930,4.64,A003460
20100930,3.57,A034300
20100930,0.55,A003230
20100930,3.62,A026890
20100930,2.46,A007980
20100930,0,A163560
20100930,2.22,A100840
20100930,2.9,A117580
20100930,3.94,A092440
20100930,1.42,A058860
20100930,0,A005870
20100930,2.75,A004310
20100930,0.3,A011930
20100930,0,A006220
20100930,2.07,A002150
20100930,1.84,A013570
20100930,0,A019440
20100930,0,A002460
20100930,2.51,A001390
20100930,3.54,A004910
20100930,1.96,A006380
20100930,2.46,A009160
20100930,3.52,A019300
20100930,4.57,A002310
20100930,2.44,A063160
20100930,3.13,A002170
20100930,0,A094280
20100930,1.77,A009310
20100930,3.23,A003650
20100930,3.54,A075180
20100930,2.33,A016710
20100930,4.11,A041650
20100930,3.96,A003160
20100930,1.92,A002300
20100930,0.93,A001820
20100930,0,A123690
20100930,3.3,A016090
20100930,0,A030210
20100930,1.29,A003280
20100930,0,A005110
20100930,0,A014130
20100930,4.55,A016610
20100930,3.21,A015890
20100930,0,A004870
20100930,0,A000890
20100930,2.92,A006370
20100930,1.79,A004890
20100930,8.11,A012690
20100930,0,A008350
20100930,1.34,A003480
20100930,3.05,A014790
20100930,2.14,A002210
20100930,2.01,A002820
20100930,1.07,A035510
20100930,1.3,A005190
20100930,3.85,A001530
20100930,1.64,A005800
20100930,2.06,A100220
20100930,2.94,A024090
20100930,1.44,A035000
20100930,0,A004560
20100930,0.85,A003830
20100930,0,A001380
20100930,1.72,A058430
20100930,3.42,A047400
20100930,0,A023000
20100930,0,A024890
20100930,0,A006090
20100930,1.54,A012030
20100930,0.3,A003350
20100930,0.72,A077970
20100930,5.39,A034590
20100930,0,A103130
20100930,0,A002700
20100930,2.38,A033180
20100930,0,A014990
20100930,0,A008600
20100930,2.39,A017900
20100930,0,A003960
20100930,0,A075580
20100930,0,A012170
20100930,2.2,A053690
20100930,0,A004770
20100930,0,A006340
20100930,3.01,A068290
20100930,5.34,A093240
20100930,0,A110570
20100930,3.09,A078000
20100930,2.83,A009270
20100930,1.23,A017180
20100930,1.89,A018470
20100930,4.26,A014530
20100930,0,A025750
20100930,0,A134380
20100930,2.08,A105840
20100930,0,A011150
20100930,1.12,A000650
20100930,0,A004720
20100930,0.63,A008040
20100930,5.64,A009200
20100930,4.22,A012280
20100930,0,A014710
20100930,1.93,A003080
20100930,0,A014160
20100930,5.28,A002100
20100930,1.58,A058850
20100930,1,A000300
20100930,0,A079660
20100930,1.1,A005430
20100930,0.99,A004080
20100930,2.53,A000850
20100930,0,A001020
20100930,0,A007110
20100930,2.11,A018500
20100930,0,A007120
20100930,0,A001260
20100930,0,A008970
20100930,2.85,A123700
20100930,0,A008250
20100930,0,A027740
20100930,3.37,A006980
20100930,0,A015260
20100930,4.04,A002600
20100930,0,A008700
20100930,0,A017040
20100930,0,A077500
20100930,0,A020760
20100930,0.67,A009070
20100930,1.67,A013580
20100930,1.65,A017550
20100930,0.9,A001470
20100930,1.07,A028100
20100930,0,A006880
20100930,2.9,A007590
20100930,0,A129260
20100930,3.87,A002920
20100930,2.85,A003610
20100930,0,A007190
20100930,2.97,A005360
20100930,1.28,A002720
20100930,0,A145210
20100930,0.68,A011690
20100930,5.73,A005010
20100930,1.49,A000220
20100930,3.55,A004450
20100930,1.78,A009770
20100930,1.22,A071970
20100930,1,A081000
20100930,2.51,A016590
20100930,0,A025620
20100930,8.71,A001750
20100930,1.74,A012800
20100930,0,A013870
20100930,2.01,A000500
20100930,0.77,A002900
20100930,7.25,A084670
20100930,3.24,A010960
20100930,0,A092220
20100930,4.69,A006570
20100930,0,A133820
20100930,0.78,A000590
20100930,0.78,A014910
20100930,3.49,A083420
20100930,0,A011330
20100930,2.01,A021050
20100930,0.85,A001340
20100930,0,A013000
20100930,1.45,A032560
20100930,3.34,A010100
20100930,1.78,A023800
20100930,3.11,A005960
20100930,0.88,A011810
20100930,2.48,A058730
20100930,1.46,A001210
20100930,2.57,A011700
20100930,0.96,A006660
20100930,2.12,A008260
20100930,0,A214330
20100930,3.57,A014440
20100930,2.92,A001570
20100930,0.96,A120030
20100930,1.98,A015230
20100930,0,A118000
20100930,3.83,A002200
20100930,0,A109070
20100930,0,A011420
20100930,1.47,A001080
20100930,0,A144620
20100930,2.15,A025530
20100930,0,A015590
20100930,2.11,A004100
20100930,3.21,A008870
20100930,4.37,A014580
20100930,2.07,A128820
20100930,3.43,A072130
20100930,0,A015020
20100930,0,A155660
20100930,5.4,A090080
20100930,0,A210540
20100930,3.36,A006890
20100930,1.85,A104120
20100930,4.66,A119650
20100930,2.71,A030790
20100930,0,A009460
20100930,6.74,A024070
20100930,1.22,A093230
20100930,0,A010040
20100930,2.53,A023810
20100930,4.88,A004270
20100930,2.84,A001290
20100930,0,A088790
20100930,1.61,A000950
20100930,1.47,A004090
20100930,1.16,A001620
20100930,0,A005320
20100930,0,A071950
20100930,0,A012600
20100930,0,A004740
20100930,1.22,A002760
20100930,0,A005420
20100930,0,A009320
20100930,7.94,A003780
20100930,0.61,A006740
20100930,0.51,A000910
20100930,0,A023350
20100930,2.69,A002070
20100930,3.21,A011500
20100930,3.26,A001560
20100930,6.16,A044380
20100930,0,A001070
20100930,1.06,A007610
20100930,3.29,A017370
20100930,0,A009190
20100930,0,A003580
20100930,0,A011300
20100930,0,A031820
20100930,2.34,A025820
20100930,1.8,A104110
20100930,3.81,A024900
20100930,1.47,A023450
20100930,0,A023150
20100930,3.7,A000520
20100930,0,A002410
20100930,1.36,A004140
20100930,4.29,A010660
20100930,0,A101140
20100930,1.72,A013700
20100930,6.38,A003720
20100930,0.64,A069730
20100930,2.24,A008420
20100930,2.79,A026940
20100930,0,A000760
20100930,0,A004410
20100930,3.6,A002710
20100930,0.93,A009180
20100930,3.24,A010770
20100930,2.36,A033250
20100930,3.75,A013360
20100930,0,A008110
20100930,2.96,A002140
20100930,0,A001550
20100930,1.27,A010420
20100930,0,A003680
20100930,0,A020120
20100930,4.41,A051630
20100930,0,A005070
20100930,0.81,A090370
20100930,2.54,A005820
20100930,0,A002690
20100930,1.07,A005620
20100930,0,A009810
20100930,1.39,A069460
20100930,0,A049800
20100930,3,A019180
20100930,3.25,A003010
20100930,2.96,A023960
20100930,0,A011390
20100930,0,A006200
20100930,0,A007460
20100930,0,A004920
20100930,1.51,A002220
20100930,2.48,A005030
20100930,0,A134790
20100930,0,A005450
20100930,0,A071090
20100930,0,A074610
20100930,2.79,A006110
20100930,0,A019490
20100930,0,A030720
20100930,7.33,A008500
20100930,0.68,A009470
20100930,2.58,A009140
20100930,0,A025890
20100930,0,A007630
20100930,0,A015540
20100930,0,A010600
20100930,0,A010580
20100930,3.23,A001420
20100930,0,A027970
20100930,0,A011230
20100930,0,A011720
20100930,4.52,A002870
20100930,0,A002420
20100930,8.62,A010640
20100930,1.72,A001770
20100930,1.08,A001140
20100930,0.81,A007280
20101231,1.05,A005930
20101231,0,A015760
20101231,0.86,A005380
20101231,0.53,A012330
20101231,0.53,A090430
20101231,0,A035420
20101231,0,A028260
20101231,1.94,A032830
20101231,0.63,A000660
20101231,0.99,A000270
20101231,1.42,A055550
20101231,5.42,A017670
20101231,2.05,A005490
20101231,4.64,A033780
20101231,1.02,A051910
20101231,0.68,A051900
20101231,0.8,A034730
20101231,1.08,A096770
20101231,0.8,A002790
20101231,1.55,A000810
20101231,0.2,A105560
20101231,0,A018260
20101231,1.15,A003550
20101231,2.7,A010950
20101231,0.65,A011170
20101231,3.47,A035250
20101231,0.9,A010130
20101231,0,A008930
20101231,0.17,A066570
20101231,1.26,A034220
20101231,1.58,A009540
20101231,5.21,A030200
20101231,2.61,A021240
20101231,0.95,A006400
20101231,1.62,A086790
20101231,0.32,A023530
20101231,0.47,A086280
20101231,0,A000030
20101231,0,A047810
20101231,0,A128940
20101231,0,A161390
20101231,2.19,A024110
20101231,0.4,A004020
20101231,1.01,A001040
20101231,3.32,A018880
20101231,0.58,A001800
20101231,3.03,A088350
20101231,0,A027410
20101231,1.8,A005830
20101231,0.29,A036570
20101231,1.84,A097950
20101231,0,A139480
20101231,0,A000120
20101231,1.92,A078930
20101231,4.88,A032640
20101231,2.38,A029780
20101231,3.61,A009240
20101231,2.03,A002380
20101231,1.18,A004800
20101231,0,A007070
20101231,2.14,A012750
20101231,0.81,A009150
20101231,1.45,A009830
20101231,0.97,A000720
20101231,1.28,A036460
20101231,0.58,A000100
20101231,1.47,A012630
20101231,2.1,A051600
20101231,0.43,A069960
20101231,1.92,A007310
20101231,0.27,A004990
20101231,2.29,A001450
20101231,1.28,A000880
20101231,0,A138930
20101231,0.09,A000210
20101231,1.55,A016360
20101231,0.55,A047050
20101231,1.6,A037620
20101231,1.08,A008770
20101231,1.79,A006800
20101231,1.49,A005940
20101231,0,A011210
20101231,0.77,A012450
20101231,1.67,A071050
20101231,0,A003520
20101231,0.89,A079160
20101231,0,A047040
20101231,1.97,A004370
20101231,0.87,A034020
20101231,1.21,A010140
20101231,0.26,A005300
20101231,0.98,A010060
20101231,0,A079550
20101231,1.26,A006280
20101231,1.1,A000240
20101231,0,A204320
20101231,0,A001440
20101231,0,A161890
20101231,1.62,A000150
20101231,0.86,A006360
20101231,0.26,A011070
20101231,0.41,A004170
20101231,0.72,A003490
20101231,0.87,A028670
20101231,1.3,A028050
20101231,1.11,A011780
20101231,0.81,A006120
20101231,0.94,A006260
20101231,1.87,A002550
20101231,0.44,A005440
20101231,2.45,A030000
20101231,1.9,A111770
20101231,4.35,A000060
20101231,0.64,A002620
20101231,0,A014820
20101231,0.29,A000670
20101231,1.63,A120110
20101231,0,A192400
20101231,3.14,A005610
20101231,2.79,A005250
20101231,4.24,A000080
20101231,0,A003410
20101231,0,A214320
20101231,3,A114090
20101231,0,A138040
20101231,1.5,A105630
20101231,0.98,A057050
20101231,3.47,A008560
20101231,1.35,A039490
20101231,2.58,A003690
20101231,0,A139130
20101231,0,A226320
20101231,0.48,A017800
20101231,3.79,A003450
20101231,1.27,A010120
20101231,0,A192820
20101231,1.12,A001740
20101231,0,A064350
20101231,3.89,A010780
20101231,0.91,A001120
20101231,1.56,A010620
20101231,0,A073240
20101231,2.44,A006650
20101231,0.54,A002350
20101231,0,A042670
20101231,1.25,A069620
20101231,1.38,A042660
20101231,2.51,A000070
20101231,1.15,A108670
20101231,3.88,A003000
20101231,0,A181710
20101231,0,A068870
20101231,0,A071840
20101231,0.46,A002270
20101231,0,A170900
20101231,4.02,A049770
20101231,3.49,A082640
20101231,0,A185750
20101231,2.04,A052690
20101231,1.52,A023590
20101231,1.84,A001060
20101231,1.95,A039130
20101231,0.64,A081660
20101231,1.27,A064960
20101231,0,A145990
20101231,0.14,A003240
20101231,1.05,A011790
20101231,0,A180640
20101231,1.94,A001680
20101231,2.08,A020000
20101231,0,A009420
20101231,1.33,A024720
20101231,2.17,A006040
20101231,0,A037560
20101231,0,A003620
20101231,1.5,A025540
20101231,0.81,A000640
20101231,4.26,A006840
20101231,0.56,A007570
20101231,2.71,A001430
20101231,0,A008000
20101231,0.78,A004000
20101231,0,A000990
20101231,2.54,A014680
20101231,0,A175330
20101231,0,A020560
20101231,4.08,A069260
20101231,2.38,A034310
20101231,2.08,A033920
20101231,1.58,A071320
20101231,1.36,A009970
20101231,0,A089590
20101231,1.67,A103140
20101231,0.44,A115390
20101231,1.54,A096760
20101231,2.14,A001230
20101231,3.67,A019680
20101231,3.74,A018670
20101231,0,A001520
20101231,2.34,A003090
20101231,1.67,A000230
20101231,0.78,A060980
20101231,0,A053210
20101231,0,A000370
20101231,3.44,A072710
20101231,0,A012510
20101231,2.55,A016450
20101231,0,A020150
20101231,0.95,A002240
20101231,1.51,A002020
20101231,2.5,A005180
20101231,1.9,A003470
20101231,1.28,A093050
20101231,1.67,A003300
20101231,0,A101530
20101231,1.06,A007340
20101231,0,A085620
20101231,1.72,A009450
20101231,0.75,A005740
20101231,2.48,A017810
20101231,1.63,A044820
20101231,0,A210980
20101231,0.77,A031440
20101231,8.04,A002960
20101231,1.17,A078520
20101231,0,A093370
20101231,1.11,A003850
20101231,0,A138250
20101231,0,A003060
20101231,3.48,A008490
20101231,1.45,A009290
20101231,1.3,A117930
20101231,0.91,A004490
20101231,0.94,A029460
20101231,1.3,A011200
20101231,5.08,A003540
20101231,0.8,A005850
20101231,0.14,A003920
20101231,0,A214420
20101231,0,A036580
20101231,0,A034120
20101231,0,A007210
20101231,0.48,A004430
20101231,4.6,A084690
20101231,0.74,A122900
20101231,4.6,A029530
20101231,1.35,A058650
20101231,3.21,A002390
20101231,0,A031430
20101231,1.6,A009410
20101231,5.45,A001720
20101231,4.16,A021960
20101231,3.24,A079430
20101231,0.41,A004710
20101231,1.88,A019170
20101231,2.8,A006060
20101231,0.34,A025860
20101231,0.62,A000050
20101231,0,A070960
20101231,0.44,A005500
20101231,1.5,A016380
20101231,0,A101060
20101231,0,A192530
20101231,1.8,A004690
20101231,0,A002630
20101231,2,A014830
20101231,4.8,A002250
20101231,2.74,A017940
20101231,0,A005880
20101231,2.39,A017390
20101231,1.06,A005090
20101231,0,A006390
20101231,0.69,A037710
20101231,0,A152330
20101231,4.06,A095720
20101231,0,A097230
20101231,2.5,A900140
20101231,0.56,A005720
20101231,2.89,A003030
20101231,1.83,A102460
20101231,1.46,A015860
20101231,0,A005690
20101231,1.17,A002320
20101231,2.21,A001630
20101231,0,A032350
20101231,0,A003560
20101231,2.33,A016800
20101231,0,A214390
20101231,0.99,A001780
20101231,0,A126560
20101231,1.06,A033660
20101231,6.14,A042700
20101231,0,A000400
20101231,2.5,A003220
20101231,3.18,A104700
20101231,0,A102280
20101231,4.82,A015350
20101231,0,A213500
20101231,0.97,A011760
20101231,2.68,A036530
20101231,1.73,A007690
20101231,1.83,A002810
20101231,0,A112610
20101231,0,A138490
20101231,0,A200880
20101231,1.54,A033270
20101231,1.4,A030610
20101231,3.72,A008060
20101231,0.53,A001510
20101231,2.83,A004150
20101231,0,A004440
20101231,3.02,A003200
20101231,2.75,A005810
20101231,0.8,A004700
20101231,0,A002990
20101231,2.96,A027390
20101231,3.79,A000480
20101231,1.13,A004360
20101231,3.6,A016580
20101231,0.74,A000140
20101231,1.65,A089470
20101231,0,A095570
20101231,0.53,A001460
20101231,1.75,A003570
20101231,0.45,A007160
20101231,1.8,A001130
20101231,5.68,A008730
20101231,0.57,A003120
20101231,0,A102260
20101231,0,A194370
20101231,0,A002780
20101231,3.49,A009680
20101231,1.74,A000430
20101231,1.89,A000020
20101231,0,A107590
20101231,0,A001500
20101231,0,A183190
20101231,1.52,A011160
20101231,0,A039570
20101231,0,A079980
20101231,0,A004060
20101231,2.34,A012320
20101231,2.5,A002000
20101231,1.74,A017960
20101231,3.73,A000970
20101231,3.24,A004130
20101231,3.02,A004250
20101231,0,A010050
20101231,2.59,A002450
20101231,0.82,A000680
20101231,3.11,A005950
20101231,4.1,A000390
20101231,6.72,A000320
20101231,0,A000180
20101231,1.67,A004970
20101231,3.21,A009580
20101231,0.3,A004840
20101231,2.03,A003530
20101231,0,A161000
20101231,0,A011000
20101231,0,A003070
20101231,3.07,A092230
20101231,0,A082740
20101231,0.81,A085310
20101231,1.35,A000700
20101231,2.48,A025000
20101231,2.46,A000860
20101231,1.95,A007860
20101231,0,A004980
20101231,0.88,A013520
20101231,4.49,A004380
20101231,0,A001200
20101231,0.87,A010690
20101231,1.67,A005680
20101231,1.09,A002030
20101231,1.71,A012200
20101231,2.88,A001250
20101231,0,A001880
20101231,0,A000540
20101231,2.8,A014280
20101231,1.07,A084010
20101231,1.72,A033240
20101231,4.46,A012160
20101231,0,A001360
20101231,0,A067830
20101231,5.17,A015360
20101231,1.89,A011280
20101231,0,A007810
20101231,0,A136490
20101231,3.6,A007700
20101231,4.54,A090350
20101231,0,A010820
20101231,1.67,A001940
20101231,1.15,A005390
20101231,1.4,A007540
20101231,0,A069640
20101231,0,A006490
20101231,1.7,A002880
20101231,1.04,A091090
20101231,0,A002360
20101231,1.65,A001790
20101231,2.46,A007660
20101231,0,A084680
20101231,0,A068400
20101231,0,A004540
20101231,0.77,A092200
20101231,0,A037270
20101231,0,A011090
20101231,1.47,A004960
20101231,1.19,A130660
20101231,0.82,A021820
20101231,0.27,A084870
20101231,0.24,A900050
20101231,1,A000490
20101231,1.43,A012610
20101231,5.97,A001270
20101231,0,A000040
20101231,2.04,A044450
20101231,0,A025560
20101231,0,A227840
20101231,3.8,A100250
20101231,1.6,A002840
20101231,1.28,A035150
20101231,1.56,A004830
20101231,1.84,A033530
20101231,0,A004200
20101231,0.96,A103590
20101231,1.87,A009440
20101231,4.81,A005750
20101231,0,A016880
20101231,0,A005980
20101231,4.64,A003460
20101231,3.57,A034300
20101231,0.55,A003230
20101231,3.62,A026890
20101231,2.46,A007980
20101231,0,A163560
20101231,2.22,A100840
20101231,2.9,A117580
20101231,3.94,A092440
20101231,1.42,A058860
20101231,0,A005870
20101231,3.36,A004310
20101231,0.3,A011930
20101231,0,A006220
20101231,2.07,A002150
20101231,1.84,A013570
20101231,0,A019440
20101231,0,A002460
20101231,2.51,A001390
20101231,3.54,A004910
20101231,1.96,A006380
20101231,2.46,A009160
20101231,3.52,A019300
20101231,4.57,A002310
20101231,2.44,A063160
20101231,3.13,A002170
20101231,0,A094280
20101231,1.77,A009310
20101231,3.23,A003650
20101231,3.54,A075180
20101231,2.33,A016710
20101231,4.11,A041650
20101231,3.96,A003160
20101231,1.92,A002300
20101231,0.93,A001820
20101231,0,A123690
20101231,3.3,A016090
20101231,0,A030210
20101231,1.29,A003280
20101231,0,A005110
20101231,0,A014130
20101231,4.55,A016610
20101231,3.21,A015890
20101231,0,A004870
20101231,0,A000890
20101231,2.92,A006370
20101231,1.79,A004890
20101231,8.11,A012690
20101231,0,A008350
20101231,1.34,A003480
20101231,3.05,A014790
20101231,2.14,A002210
20101231,2.01,A002820
20101231,1.07,A035510
20101231,1.3,A005190
20101231,3.85,A001530
20101231,1.6,A005800
20101231,2.06,A100220
20101231,2.94,A024090
20101231,1.44,A035000
20101231,0,A004560
20101231,0.85,A003830
20101231,0,A001380
20101231,1.72,A058430
20101231,3.42,A047400
20101231,0,A023000
20101231,0,A024890
20101231,0,A006090
20101231,1.54,A012030
20101231,0.3,A003350
20101231,0.72,A077970
20101231,5.39,A034590
20101231,0,A103130
20101231,0,A002700
20101231,2.38,A033180
20101231,0,A014990
20101231,0,A008600
20101231,2.39,A017900
20101231,0,A003960
20101231,0,A075580
20101231,0,A012170
20101231,2.2,A053690
20101231,0,A004770
20101231,0,A006340
20101231,3.01,A068290
20101231,5.34,A093240
20101231,0,A110570
20101231,3.09,A078000
20101231,2.83,A009270
20101231,1.23,A017180
20101231,1.89,A018470
20101231,4.26,A014530
20101231,0,A025750
20101231,0,A134380
20101231,2.08,A105840
20101231,0,A011150
20101231,1.12,A000650
20101231,0,A004720
20101231,0.63,A008040
20101231,5.64,A009200
20101231,4.22,A012280
20101231,0,A014710
20101231,1.93,A003080
20101231,0,A014160
20101231,5.28,A002100
20101231,1.58,A058850
20101231,1,A000300
20101231,0,A079660
20101231,1.1,A005430
20101231,0.99,A004080
20101231,2.53,A000850
20101231,0,A001020
20101231,0,A007110
20101231,2.11,A018500
20101231,0,A007120
20101231,0,A001260
20101231,0,A008970
20101231,2.85,A123700
20101231,0,A008250
20101231,0,A027740
20101231,3.37,A006980
20101231,0,A015260
20101231,4.04,A002600
20101231,0,A008700
20101231,0,A017040
20101231,0,A077500
20101231,0,A020760
20101231,0.67,A009070
20101231,1.67,A013580
20101231,1.65,A017550
20101231,0.9,A001470
20101231,1.07,A028100
20101231,0,A006880
20101231,2.9,A007590
20101231,0,A129260
20101231,3.87,A002920
20101231,2.91,A003610
20101231,0,A007190
20101231,2.97,A005360
20101231,1.28,A002720
20101231,0,A145210
20101231,0.68,A011690
20101231,5.73,A005010
20101231,1.49,A000220
20101231,3.55,A004450
20101231,1.78,A009770
20101231,1.22,A071970
20101231,1,A081000
20101231,2.51,A016590
20101231,0,A025620
20101231,8.71,A001750
20101231,1.74,A012800
20101231,0,A013870
20101231,2.01,A000500
20101231,0.77,A002900
20101231,7.25,A084670
20101231,3.24,A010960
20101231,0,A092220
20101231,4.69,A006570
20101231,0,A133820
20101231,0.78,A000590
20101231,0.78,A014910
20101231,3.49,A083420
20101231,0,A011330
20101231,2.01,A021050
20101231,0.85,A001340
20101231,0,A013000
20101231,1.45,A032560
20101231,3.34,A010100
20101231,1.78,A023800
20101231,3.11,A005960
20101231,0.88,A011810
20101231,2.48,A058730
20101231,1.46,A001210
20101231,2.57,A011700
20101231,0.96,A006660
20101231,2.12,A008260
20101231,0,A214330
20101231,3.57,A014440
20101231,2.92,A001570
20101231,0.96,A120030
20101231,1.98,A015230
20101231,0,A118000
20101231,3.83,A002200
20101231,0,A109070
20101231,0,A011420
20101231,1.47,A001080
20101231,0,A144620
20101231,2.15,A025530
20101231,0,A015590
20101231,2.11,A004100
20101231,3.92,A008870
20101231,4.37,A014580
20101231,2.07,A128820
20101231,3.43,A072130
20101231,0,A015020
20101231,0,A155660
20101231,5.4,A090080
20101231,0,A210540
20101231,3.36,A006890
20101231,1.85,A104120
20101231,4.66,A119650
20101231,2.71,A030790
20101231,0,A009460
20101231,6.74,A024070
20101231,1.22,A093230
20101231,0,A010040
20101231,2.53,A023810
20101231,4.88,A004270
20101231,2.84,A001290
20101231,0,A088790
20101231,1.61,A000950
20101231,1.47,A004090
20101231,1.16,A001620
20101231,0,A005320
20101231,0,A071950
20101231,0,A012600
20101231,0,A004740
20101231,1.22,A002760
20101231,0,A005420
20101231,0,A009320
20101231,7.94,A003780
20101231,0.61,A006740
20101231,0.51,A000910
20101231,0,A023350
20101231,2.69,A002070
20101231,3.21,A011500
20101231,3.26,A001560
20101231,6.16,A044380
20101231,0,A001070
20101231,1.06,A007610
20101231,3.29,A017370
20101231,0,A009190
20101231,0,A003580
20101231,0,A011300
20101231,0,A031820
20101231,2.34,A025820
20101231,1.8,A104110
20101231,3.81,A024900
20101231,1.47,A023450
20101231,0,A023150
20101231,3.7,A000520
20101231,0,A002410
20101231,1.36,A004140
20101231,4.29,A010660
20101231,0,A101140
20101231,1.72,A013700
20101231,6.38,A003720
20101231,0.64,A069730
20101231,2.24,A008420
20101231,2.79,A026940
20101231,0,A000760
20101231,0,A004410
20101231,3.6,A002710
20101231,0.93,A009180
20101231,3.24,A010770
20101231,2.36,A033250
20101231,3.75,A013360
20101231,0,A008110
20101231,2.96,A002140
20101231,0,A001550
20101231,1.27,A010420
20101231,0,A003680
20101231,0,A020120
20101231,4.41,A051630
20101231,0,A005070
20101231,0.81,A090370
20101231,2.54,A005820
20101231,0,A002690
20101231,1.07,A005620
20101231,0,A009810
20101231,1.39,A069460
20101231,0,A049800
20101231,3,A019180
20101231,3.25,A003010
20101231,2.96,A023960
20101231,0,A011390
20101231,0,A006200
20101231,0,A007460
20101231,0,A004920
20101231,1.51,A002220
20101231,2.48,A005030
20101231,0,A134790
20101231,0,A005450
20101231,0,A071090
20101231,0,A074610
20101231,2.79,A006110
20101231,0,A019490
20101231,0,A030720
20101231,7.33,A008500
20101231,0.68,A009470
20101231,2.58,A009140
20101231,0,A025890
20101231,0,A007630
20101231,0,A015540
20101231,0,A010600
20101231,0,A010580
20101231,3.23,A001420
20101231,0,A027970
20101231,0,A011230
20101231,0,A011720
20101231,4.52,A002870
20101231,0,A002420
20101231,8.62,A010640
20101231,1.72,A001770
20101231,1.08,A001140
20101231,0.81,A007280
20110331,0.52,A005930
20110331,0,A015760
20110331,0.82,A005380
20110331,0.6,A012330
20110331,0.62,A090430
20110331,0.25,A035420
20110331,0,A028260
20110331,1.94,A032830
20110331,0,A000660
20110331,0.9,A000270
20110331,1.89,A055550
20110331,6.64,A017670
20110331,2.63,A005490
20110331,3.93,A033780
20110331,1.26,A051910
20110331,0.72,A051900
20110331,0.85,A034730
20110331,1.97,A096770
20110331,0.78,A002790
20110331,1.55,A000810
20110331,1.98,A105560
20110331,0,A018260
20110331,1.63,A003550
20110331,4.8,A010950
20110331,0.59,A011170
20110331,3.35,A035250
20110331,1.64,A010130
20110331,0,A008930
20110331,0.27,A066570
20110331,0,A034220
20110331,1.56,A009540
20110331,5.61,A030200
20110331,2.87,A021240
20110331,1.12,A006400
20110331,1.69,A086790
20110331,0.44,A023530
20110331,0.78,A086280
20110331,0,A000030
20110331,0.51,A047810
20110331,0,A128940
20110331,0,A161390
20110331,4.64,A024110
20110331,0.52,A004020
20110331,0.84,A001040
20110331,3.05,A018880
20110331,0.44,A001800
20110331,3.03,A088350
20110331,0,A027410
20110331,1.8,A005830
20110331,0.2,A036570
20110331,0.62,A097950
20110331,0.27,A139480
20110331,0,A000120
20110331,2.66,A078930
20110331,2.03,A032640
20110331,1.8,A029780
20110331,2.95,A009240
20110331,2.8,A002380
20110331,1.87,A004800
20110331,1.3,A007070
20110331,2.16,A012750
20110331,0.97,A009150
20110331,1.83,A009830
20110331,0.71,A000720
20110331,1.82,A036460
20110331,0.98,A000100
20110331,4.17,A012630
20110331,3.93,A051600
