code,price
A009070,20550
A077500,3571.666667
A002720,3310
A008250,12383.33333
A006880,0
A003610,14450
A020760,4935
A007190,5026.666667
A005010,15383.33333
A008700,3330
A002920,2395
A002900,6733.333333
A017180,4316.666667
A013580,21250
A129260,0
A005360,1905
A017550,903.3333333
A012800,948.3333333
A007590,6333.333333
A012280,520
A000500,30216.66667
A017040,1645
A004450,22650
A009770,37766.66667
A028100,16350
A001750,10833.33333
A081000,12333.33333
A010960,5663.333333
A000220,6046.666667
A016590,11233.33333
A084670,27383.33333
A016380,8186.666667
A027740,785
A011690,12000
A006570,4351.666667
A005960,7910
A013000,705
A013870,0
A133820,0
A011330,956.6666667
A000590,67000
A001340,41366.66667
A083420,20233.33333
A010100,10516.66667
A118000,0
A023800,3198.333333
A032560,8446.666667
A025530,5160
A001570,725
A071970,13150
A214330,0
A120030,0
A006660,6820
A001080,16700
A002200,12283.33333
A008260,2533.333333
A001210,50050
A015230,14166.66667
A144620,0
A014440,2721.666667
A104120,2448.333333
A011700,1135
A058730,2698.333333
A014580,18116.66667
A008870,32150
A015590,3350
A023810,1863.333333
A011420,1936.666667
A002760,3888.333333
A015020,923.3333333
A072130,6080
A006890,4186.666667
A009310,2366.666667
A004270,8530
A128820,0
A005320,465
A010040,3618.333333
A001290,2175
A155660,0
A004100,5306.666667
A024070,4046.666667
A030790,1205
A090080,1040
A004090,56433.33333
A119650,0
A210540,0
A009460,658.3333333
A092220,898.3333333
A000910,5690
A004740,2468.333333
A001620,1075
A001560,3873.333333
A005420,7253.333333
A104110,2518.333333
A006740,16416.66667
A003780,1410
A011810,18250
A109070,1630
A002070,36883.33333
A023450,15383.33333
A009190,1776.666667
A017370,2971.666667
A011500,3658.333333
A088790,1665
A024900,7300
A071950,1035
A013360,7236.666667
A093230,11283.33333
A009320,163.3333333
A023350,0
A011300,2276.666667
A000950,23350
A004410,6136.666667
A031820,853.3333333
A012600,10666.66667
A002410,8120
A000760,4916.666667
A001070,23166.66667
A023150,5693.333333
A000520,6420
A013700,7913.333333
A002710,5048.333333
A010660,13383.33333
A008110,2813.333333
A003580,10053.33333
A069730,4633.333333
A008420,2866.666667
A003720,10683.33333
A010770,2238.333333
A051630,775
A026940,2165
A001550,9263.333333
A004140,2508.333333
A009180,1421.666667
A005620,81866.66667
A003680,13200
A033250,993.3333333
A005070,2945
A002140,3071.666667
A044380,666.6666667
A002690,0
A020120,1310
A090370,4460
A049800,1575
A005820,10056.66667
A007610,2863.333333
A025820,1353.333333
A009810,758.3333333
A005030,2375
A010420,1456.666667
A002220,12516.66667
A006200,1468.333333
A069460,1163.333333
A025620,680
A019180,945
A003010,3316.666667
A071090,14733.33333
A015540,401.6666667
A030720,5956.666667
A101140,395
A023960,5020
A006110,24316.66667
A007460,6906.666667
A005450,14866.66667
A011390,10280
A074610,465
A019490,4046.666667
A134790,0
A004920,8093.333333
A008500,11500
A025890,5273.333333
A010600,645
A009470,6500
A009140,12766.66667
A007630,1411.666667
A027970,3883.333333
A001420,1848.333333
A002870,11950
A010580,1086.666667
A011720,1086.666667
A002420,25766.66667
A011230,3091.666667
A010640,828.3333333
A001770,16283.33333
A001140,6716.666667
A007280,57333.33333
A005930,776000
A015760,36733.33333
A005380,116500
A090430,837666.6667
A012330,153833.3333
A028260,0
A035420,185333.3333
A032830,0
A000660,22366.66667
A000270,20350
A055550,41866.66667
A051910,214166.6667
A005490,566333.3333
A033780,65433.33333
A017670,175333.3333
A034730,51633.33333
A051900,281166.6667
A018260,0
A096770,109000
A000810,189833.3333
A105560,53050
A002790,134500
A003550,65066.66667
A011170,113500
A010950,53200
A034220,37683.33333
A035250,16050
A010130,181666.6667
A066570,112166.6667
A008930,116000
A030200,44416.66667
A021240,36150
A009540,192666.6667
A023530,320500
A006400,138333.3333
A086790,33450
A086280,100866.6667
A000030,865
A004020,86666.66667
A001040,65466.66667
A024110,13400
A161390,0
A047810,0
A018880,12300
A001800,271000
A128940,0
A088350,0
A027410,0
A097950,207166.6667
A139480,0
A036570,136833.3333
A005830,32483.33333
A032640,8296.666667
A000120,53433.33333
A078930,35083.33333
A029780,52866.66667
A007070,0
A002380,356666.6667
A009240,12166.66667
A004800,86266.66667
A009830,14350
A012750,47033.33333
A000720,64966.66667
A009150,102000
A036460,50433.33333
A004990,1240333.333
A051600,44700
A000100,169666.6667
A012630,35266.66667
A069960,103433.3333
A007310,136666.6667
A000880,45783.33333
A001450,18483.33333
A138930,0
A037620,61466.66667
A000210,77866.66667
A003520,1198.333333
A016360,63000
A006800,19716.66667
A047050,34766.66667
A008770,20183.33333
A005940,15733.33333
A034020,84166.66667
A010060,188833.3333
A005300,828000
A047040,11650
A011210,0
A004370,235166.6667
A079160,22100
A012450,80033.33333
A071050,31583.33333
A004170,529666.6667
A001440,17133.33333
A000240,22850
A006360,95200
A010140,24600
A003490,56300
A028050,111833.3333
A006280,123833.3333
A079550,0
A000150,102833.3333
A011780,18783.33333
A011070,93733.33333
A111770,10436.66667
A161890,0
A002550,20916.66667
A005610,8896.666667
A005440,75466.66667
A006120,58733.33333
A028670,11700
A204320,0
A000670,521000
A030000,295166.6667
A000080,37900
A114090,21900
A120110,13933.33333
A105630,7270
A214320,0
A014820,1571.666667
A006260,101766.6667
A000060,7320
A057050,0
A192400,0
A008560,1205
A138040,0
A005250,88200
A039490,41766.66667
A003690,10070
A003450,14066.66667
A226320,0
A002620,9233.333333
A001740,10500
A006650,41083.33333
A010120,87666.66667
A139130,0
A001120,28700
A064350,0
A192820,0
A017800,54633.33333
A003410,8353.333333
A002350,5630
A000070,40500
A010620,117000
A002270,241666.6667
A010780,7553.333333
A042670,17800
A042660,19016.66667
A108670,113666.6667
A071840,0
A073240,3400
A181710,0
A082640,14000
A003000,14516.66667
A068870,57000
A170900,0
A023590,7410
A052690,67466.66667
A049770,45466.66667
A039130,46400
A185750,0
A145990,0
A081660,0
A001680,7143.333333
A180640,0
A003240,683000
A069620,49800
A011790,17833.33333
A020000,14633.33333
A006040,122166.6667
A001060,18183.33333
A003620,5716.666667
A025540,18766.66667
A064960,26400
A000640,116333.3333
A007570,27383.33333
A037560,0
A008000,1073.333333
A001430,15316.66667
A101530,0
A004000,47966.66667
A014680,11900
A020560,3593.333333
A024720,4000
A089590,0
A009420,4823.333333
A034310,20483.33333
A000990,6530
A175330,0
A009970,31766.66667
A033920,4346.666667
A103140,20233.33333
A071320,53766.66667
A006840,15900
A115390,15733.33333
A001230,23650
A069260,28750
A001520,3200
A019680,5603.333333
A005740,63366.66667
A002240,36283.33333
A096760,1966.666667
A016450,3685
A000370,11133.33333
A018670,46016.66667
A072710,67333.33333
A012510,13366.66667
A053210,0
A000230,30600
A017810,50700
A003300,75000
A005180,47983.33333
A007340,7806.666667
A093050,28966.66667
A085620,0
A003090,19850
A002020,38766.66667
A003470,11316.66667
A009450,30816.66667
A020150,0
A002960,121166.6667
A210980,0
A060980,0
A138250,0
A044820,4961.666667
A019170,28183.33333
A004490,23233.33333
A093370,3935
A003540,15533.33333
A009290,2818.333333
A008490,7120
A031440,72433.33333
A078520,14850
A003060,2293.333333
A029460,5035
A007210,8533.333333
A003920,517666.6667
A005850,6500
A036580,2018.333333
A034120,42766.66667
A031430,0
A084690,3100
A058650,58833.33333
A025860,18833.33333
A003850,35166.66667
A001720,36750
A021960,8476.666667
A117930,24250
A009410,5043.333333
A004710,31950
A122900,0
A004430,11350
A029530,54300
A002390,14000
A079430,8050
A192530,0
A101060,3616.666667
A000050,119000
A004690,115333.3333
A017390,51066.66667
A900140,0
A003030,34416.66667
A014830,37100
A037710,128166.6667
A017940,64900
A005090,42233.33333
A006060,8716.666667
A005500,12750
A214420,0
A015860,2840
A005720,45300
A126560,0
A095720,23416.66667
A016800,27783.33333
A102460,0
A001780,2805
A001630,21116.66667
A104700,43266.66667
A152330,0
A005880,42216.66667
A032350,33833.33333
A002320,35116.66667
A213500,0
A002630,1260
A042700,6176.666667
A000400,7770
A102280,4326.666667
A033660,5656.666667
A200880,0
A011200,28333.33333
A214390,0
A003220,4693.333333
A015350,20183.33333
A138490,0
A002810,4738.333333
A002990,5816.666667
A008060,6226.666667
A004150,10416.66667
A002250,11766.66667
A003200,60433.33333
A005690,34316.66667
A036530,15133.33333
A097230,21950
A007690,27150
A030610,10450
A000480,57566.66667
A003560,960
A027390,13116.66667
A004440,0
A004360,13200
A095570,0
A011760,20716.66667
A001510,2445
A033270,6310
A112610,0
A000140,24383.33333
A003570,14766.66667
A007160,29133.33333
A005810,19016.66667
A089470,4670
A016580,13383.33333
A008730,8786.666667
A001130,130166.6667
A009680,7806.666667
A000430,1905
A003120,64333.33333
A000020,6523.333333
A183190,0
A002780,833.3333333
A102260,8373.333333
A001500,20450
A011160,6756.666667
A002450,875
A000320,5340
A107590,87500
A000180,19666.66667
A012320,46016.66667
A000390,4343.333333
A002000,21583.33333
A017960,6763.333333
A004970,12100
A001460,132500
A039570,0
A004250,1681.666667
A004700,7296.666667
A003530,8900
A194370,0
A010050,1120
A000970,4540
A005950,13316.66667
A000680,8833.333333
A006390,14966.66667
A007860,5246.666667
A004980,8493.333333
A003070,5773.333333
A009580,6433.333333
A092230,58733.33333
A079980,0
A025000,45166.66667
A011000,1930
A005680,10533.33333
A161000,0
A001940,66200
A000860,14700
A004130,9663.333333
A001250,23500
A084010,13150
A005110,418.3333333
A082740,0
A000540,6023.333333
A004840,7910
A001200,913.3333333
A002030,53583.33333
A136490,0
A013520,7676.666667
A001880,3366.666667
A067830,2126.666667
A004060,2380
A015360,24650
A033240,7580
A004380,2468.333333
A000700,15600
A069640,0
A010690,4303.333333
A084680,1125
A090350,3120
A012160,8700
A004960,15683.33333
A085310,12600
A011280,973.3333333
A007540,19350
A014280,9590
A001790,47966.66667
A011090,578.3333333
A005390,481.6666667
A010820,2876.666667
A007810,2930
A068400,0
A084870,7150
A007660,2465
A001360,2930
A227840,0
A004540,4808.333333
A900050,7653.333333
A021820,66900
A000040,648.3333333
A091090,7193.333333
A007700,3480
A092200,3321.666667
A002880,660
A001270,23250
A034300,13333.33333
A044450,4493.333333
A007980,9203.333333
A130660,0
A025560,293.3333333
A004200,4935
A005750,1753.333333
A100250,1260
A012610,3261.666667
A002840,83900
A003460,14450
A026890,1311.666667
A003230,18150
A012200,2288.333333
A037270,1566.666667
A004830,2596.666667
A103590,9803.333333
A033530,7113.333333
A000490,21750
A016090,933.3333333
A006380,8903.333333
A004310,2216.666667
A100840,35050
A035150,843.3333333
A117580,0
A092440,8756.666667
A009440,7286.666667
A001390,11763.33333
A005870,6235
A016880,9650
A058860,0
A019440,0
A005980,3480
A006220,5926.666667
A002150,0
A011930,4246.666667
A004910,3578.333333
A013570,5066.666667
A075180,3658.333333
A014130,14850
A041650,1906.666667
A002360,533.3333333
A063160,15400
A016710,7506.666667
A123690,0
A009160,2923.333333
A006490,2983.333333
A035510,55900
A094280,5025
A014790,24816.66667
A002300,31633.33333
A002700,521.6666667
A003480,11216.66667
A006370,11983.33333
A035000,10983.33333
A004870,1231.666667
A012030,15083.33333
A003650,41916.66667
A002820,33216.66667
A016610,6380
A003160,1306.666667
A000890,16133.33333
A002310,10243.33333
A002210,1363.333333
A002460,5366.666667
A015890,4906.666667
A012690,715
A030210,3615
A100220,12850
A001820,9616.666667
A019300,940
A004770,1035
A001530,47400
A004560,8043.333333
A004890,57266.66667
A003280,753.3333333
A023000,0
A006090,11800
A058430,24300
A008350,813.3333333
A003350,2766.666667
A024090,8040
A003830,63800
A163560,0
A005190,14266.66667
A005800,99766.66667
A047400,11066.66667
A002170,23933.33333
A034590,25233.33333
A014990,1206.666667
A014910,1541.666667
A093240,2978.333333
A011150,1025
A008600,2536.666667
A053690,15266.66667
A110570,0
A001380,8573.333333
A014530,16533.33333
A075580,0
A017900,2403.333333
A003960,18183.33333
A001470,22000
A078000,8100
A105840,0
A006340,4973.333333
A068290,3280
A018470,6140
A024890,1290
A134380,0
A014710,0
A025750,1595
A008040,3186.666667
A000650,37750
A103130,0
A000850,35616.66667
A004720,626.6666667
A003080,31866.66667
A009200,9050
A058850,0
A009270,1818.333333
A006980,1635
A005430,33683.33333
A002100,4050
A012170,1698.333333
A001260,7043.333333
A015260,838.3333333
A077970,18666.66667
A123700,0
A007120,1536.666667
A033180,1500
A079660,11400
A014160,413.3333333
A004080,10056.66667
A021050,2188.333333
A002600,38083.33333
A001020,7710
A007110,853.3333333
A145210,0
A000300,2323.333333
A018500,546.6666667
A008970,1220
A009070,20400
A077500,3530
A002720,3346.666667
A008250,12966.66667
A006880,0
A003610,13000
A020760,5383.333333
A007190,4776.666667
A005010,16050
A008700,3480
A002920,2230
A002900,6993.333333
A017180,3436.666667
A013580,20133.33333
A129260,0
A005360,1725
A017550,831.6666667
A012800,898.3333333
A007590,6346.666667
A012280,496.6666667
A000500,29500
A017040,2231.666667
A004450,20733.33333
A009770,37300
A028100,14650
A001750,10616.66667
A081000,9370
A010960,4633.333333
A000220,5693.333333
A016590,11083.33333
A084670,27150
A016380,10390
A027740,961.6666667
A011690,14183.33333
A006570,4121.666667
A005960,7570
A013000,738.3333333
A013870,0
A133820,0
A011330,751.6666667
A000590,60133.33333
A001340,38016.66667
A083420,23683.33333
A010100,10466.66667
A118000,971.6666667
A023800,3005
A032560,8830
A025530,5140
A001570,646.6666667
A071970,11583.33333
A214330,0
A120030,5150
A006660,6390
A001080,15116.66667
A002200,11416.66667
A008260,2791.666667
A001210,45533.33333
A015230,14516.66667
A144620,0
A014440,3191.666667
A104120,2555
A011700,1751.666667
A058730,2816.666667
A014580,18066.66667
A008870,30433.33333
A015590,3075
A023810,2823.333333
A011420,3805
A002760,3403.333333
A015020,765
A072130,6436.666667
A006890,4131.666667
A009310,2263.333333
A004270,8623.333333
A128820,0
A005320,353.3333333
A010040,3325
A001290,2275
A155660,0
A004100,5218.333333
A024070,4026.666667
A030790,1220
A090080,1176.666667
A004090,46700
A119650,20000
A210540,0
A009460,685
A092220,1011.666667
A000910,5310
A004740,2496.666667
A001620,1128.333333
A001560,3575
A005420,6483.333333
A104110,2628.333333
A006740,16066.66667
A003780,1673.333333
A011810,16850
A109070,1505
A002070,35166.66667
A023450,14866.66667
A009190,1801.666667
A017370,2753.333333
A011500,3768.333333
A088790,1966.666667
A024900,7490
A071950,1506.666667
A013360,6653.333333
A093230,10383.33333
A009320,2320
A023350,0
A011300,2086.666667
A000950,23150
A004410,4688.333333
A031820,1056.666667
A012600,10350
A002410,6016.666667
A000760,4996.666667
A001070,23533.33333
A023150,5460
A000520,6073.333333
A013700,6463.333333
A002710,4750
A010660,13316.66667
A008110,3188.333333
A003580,8400
A069730,4121.666667
A008420,2806.666667
A003720,11433.33333
A010770,2120
A051630,790
A026940,2073.333333
A001550,10816.66667
A004140,2366.666667
A009180,1465
A005620,77666.66667
A003680,12600
A033250,916.6666667
A005070,3253.333333
A002140,3061.666667
A044380,615
A002690,0
A020120,2176.666667
A090370,3751.666667
A049800,1566.666667
A005820,9256.666667
A007610,3218.333333
A025820,1346.666667
A009810,743.3333333
A005030,2455
A010420,1593.333333
A002220,11966.66667
A006200,1693.333333
A069460,1140
A025620,753.3333333
A019180,906.6666667
A003010,3421.666667
A071090,13433.33333
A015540,650
A030720,6140
A101140,413.3333333
A023960,5120
A006110,23466.66667
A007460,8146.666667
A005450,11400
A011390,10366.66667
A074610,486.6666667
A019490,4088.333333
A134790,0
A004920,10176.66667
A008500,11033.33333
A025890,4721.666667
A010600,575
A009470,6283.333333
A009140,11783.33333
A007630,1295
A027970,3346.666667
A001420,1756.666667
A002870,11466.66667
A010580,986.6666667
A011720,1350
A002420,25666.66667
A011230,3126.666667
A010640,823.3333333
A001770,15450
A001140,6993.333333
A007280,52300
A005930,804666.6667
A015760,34400
A005380,129333.3333
A090430,863666.6667
A012330,180000
A028260,0
A035420,182000
A032830,35833.33333
A000660,26650
A000270,28133.33333
A055550,45166.66667
A051910,262666.6667
A005490,507666.6667
A033780,59366.66667
A017670,170000
A034730,66166.66667
A051900,306166.6667
A018260,0
A096770,117000
A000810,189833.3333
A105560,52733.33333
A002790,131166.6667
A003550,72166.66667
A011170,129666.6667
A010950,54666.66667
A034220,43700
A035250,17050
A010130,197500
A066570,114500
A008930,91700
A030200,46400
A021240,35533.33333
A009540,237333.3333
A023530,322166.6667
A006400,148166.6667
A086790,33533.33333
A086280,117666.6667
A000030,865
A004020,90400
A001040,64466.66667
A024110,14566.66667
A161390,0
A047810,0
A018880,14866.66667
A001800,297333.3333
A128940,0
A088350,8563.333333
A027410,0
A097950,223500
A139480,0
A036570,168166.6667
A005830,33800
A032640,7893.333333
A000120,61400
A078930,38000
A029780,51366.66667
A007070,0
A002380,314166.6667
A009240,12300
A004800,73833.33333
A009830,15716.66667
A012750,50433.33333
A000720,56300
A009150,129833.3333
A036460,45216.66667
A004990,1261000
A051600,50650
A000100,158833.3333
A012630,28316.66667
A069960,102266.6667
A007310,137666.6667
A000880,38883.33333
A001450,20466.66667
A138930,0
A037620,54983.33333
A000210,64866.66667
A003520,1138.333333
A016360,59200
A006800,20566.66667
A047050,33800
A008770,21900
A005940,15750
A034020,80933.33333
A010060,203500
A005300,830000
A047040,10133.33333
A011210,0
A004370,225666.6667
A079160,23783.33333
A012450,92200
A071050,32033.33333
A004170,509166.6667
A001440,12396.66667
A000240,24183.33333
A006360,84033.33333
A010140,24816.66667
A003490,70000
A028050,110833.3333
A006280,111833.3333
A079550,0
A000150,113966.6667
A011780,33650
A011070,151333.3333
A111770,9103.333333
A161890,0
A002550,22366.66667
A005610,9076.666667
A005440,62226.66667
A006120,55000
A028670,12733.33333
A204320,0
A000670,576833.3333
A030000,232033.3333
A000080,34050
A114090,22683.33333
A120110,49683.33333
A105630,7476.666667
A214320,0
A014820,1508.333333
A006260,89633.33333
A000060,7393.333333
A057050,0
A192400,0
A008560,1096.666667
A138040,0
A005250,88633.33333
A039490,43816.66667
A003690,9760
A003450,12633.33333
A226320,0
A002620,11250
A001740,11150
A006650,44133.33333
A010120,72633.33333
A139130,0
A001120,30366.66667
A064350,0
A192820,0
A017800,46483.33333
A003410,6420
A002350,5750
A000070,42716.66667
A010620,145833.3333
A002270,268666.6667
A010780,8523.333333
A042670,20166.66667
A042660,20300
A108670,99100
A071840,0
A073240,3558.333333
A181710,0
A082640,13150
A003000,15433.33333
A068870,47216.66667
A170900,0
A023590,8183.333333
A052690,82066.66667
A049770,46350
A039130,48500
A185750,0
A145990,0
A081660,0
A001680,8253.333333
A180640,0
A003240,726000
A069620,49066.66667
A011790,21150
A020000,14016.66667
A006040,120333.3333
A001060,17466.66667
A003620,13050
A025540,18583.33333
A064960,27350
A000640,112000
A007570,23016.66667
A037560,0
A008000,1078.333333
A001430,17083.33333
A101530,0
A004000,55700
A014680,12766.66667
A020560,5810
A024720,4770
A089590,0
A009420,4681.666667
A034310,22533.33333
A000990,8570
A175330,0
A009970,31633.33333
A033920,4551.666667
A103140,25516.66667
A071320,60933.33333
A006840,18266.66667
A115390,28850
A001230,22650
A069260,25383.33333
A001520,2615
A019680,5343.333333
A005740,74133.33333
A002240,38216.66667
A096760,1838.333333
A016450,3211.666667
A000370,9946.666667
A018670,41283.33333
A072710,63366.66667
A012510,19033.33333
A053210,0
A000230,30450
A017810,44850
A003300,67433.33333
A005180,47950
A007340,7986.666667
A093050,26750
A085620,0
A003090,18550
A002020,29466.66667
A003470,9543.333333
A009450,30033.33333
A020150,0
A002960,149833.3333
A210980,0
A060980,42500
A138250,0
A044820,5403.333333
A019170,27433.33333
A004490,27066.66667
A093370,3575
A003540,14966.66667
A009290,2851.666667
A008490,6640
A031440,77666.66667
A078520,14850
A003060,1286.666667
A029460,6483.333333
A007210,10866.66667
A003920,512000
A005850,9216.666667
A036580,2283.333333
A034120,37466.66667
A031430,0
A084690,3263.333333
A058650,60833.33333
A025860,15916.66667
A003850,20833.33333
A001720,36866.66667
A021960,9266.666667
A117930,31600
A009410,4623.333333
A004710,49400
A122900,0
A004430,10950
A029530,50950
A002390,14250
A079430,8180
A192530,0
A101060,2706.666667
A000050,115166.6667
A004690,111333.3333
A017390,47800
A900140,0
A003030,38033.33333
A014830,37850
A037710,140333.3333
A017940,62333.33333
A005090,45750
A006060,8370
A005500,10600
A214420,0
A015860,3093.333333
A005720,47583.33333
A126560,0
A095720,23500
A016800,26666.66667
A102460,0
A001780,3750
A001630,17466.66667
A104700,36216.66667
A152330,0
A005880,58066.66667
A032350,29066.66667
A002320,35833.33333
A213500,0
A002630,1141.666667
A042700,7556.666667
A000400,7456.666667
A102280,6096.666667
A033660,4870
A200880,0
A011200,27866.66667
A214390,0
A003220,5721.666667
A015350,20050
A138490,0
A002810,4708.333333
A002990,4140
A008060,6503.333333
A004150,11783.33333
A002250,12333.33333
A003200,74266.66667
A005690,36650
A036530,13200
A097230,25816.66667
A007690,29033.33333
A030610,9486.666667
A000480,56033.33333
A003560,988.3333333
A027390,14816.66667
A004440,0
A004360,14666.66667
A095570,0
A011760,23100
A001510,2283.333333
A033270,6610
A112610,0
A000140,22866.66667
A003570,15683.33333
A007160,27183.33333
A005810,22433.33333
A089470,4341.666667
A016580,9866.666667
A008730,8793.333333
A001130,140500
A009680,8943.333333
A000430,2590
A003120,84333.33333
A000020,5650
A183190,0
A002780,556.6666667
A102260,9356.666667
A001500,19283.33333
A011160,5258.333333
A002450,1030
A000320,5251.666667
A107590,100733.3333
A000180,18933.33333
A012320,46183.33333
A000390,4520
A002000,23416.66667
A017960,6620
A004970,11916.66667
A001460,147833.3333
A039570,0
A004250,1725
A004700,9276.666667
A003530,7283.333333
A194370,0
A010050,1070
A000970,4363.333333
A005950,13033.33333
A000680,7910
A006390,10096.66667
A007860,6603.333333
A004980,5563.333333
A003070,4533.333333
A009580,7686.666667
A092230,58666.66667
A079980,0
A025000,47716.66667
A011000,1786.666667
A005680,10700
A161000,0
A001940,56100
A000860,14566.66667
A004130,10550
A001250,20166.66667
A084010,11050
A005110,386.6666667
A082740,0
A000540,6093.333333
A004840,6596.666667
A001200,790
A002030,48966.66667
A136490,0
A013520,11750
A001880,2463.333333
A067830,2685
A004060,2723.333333
A015360,24500
A033240,6653.333333
A004380,4646.666667
A000700,18583.33333
A069640,0
A010690,8500
A084680,2340
A090350,3371.666667
A012160,9783.333333
A004960,10780
A085310,10776.66667
A011280,1311.666667
A007540,18500
A014280,9413.333333
A001790,42583.33333
A011090,545
A005390,515
A010820,3461.666667
A007810,4880
A068400,0
A084870,9030
A007660,3041.666667
A001360,3168.333333
A227840,0
A004540,5050
A900050,7586.666667
A021820,83200
A000040,936.6666667
A091090,5536.666667
A007700,4013.333333
A092200,4101.666667
A002880,755
A001270,19333.33333
A034300,13133.33333
A044450,4988.333333
A007980,11086.66667
A130660,0
A025560,301.6666667
A004200,3953.333333
A005750,1998.333333
A100250,1446.666667
A012610,3373.333333
A002840,86566.66667
A003460,14516.66667
A026890,1425
A003230,18066.66667
A012200,2346.666667
A037270,1550
A004830,2648.333333
A103590,9853.333333
A033530,9710
A000490,18816.66667
A016090,1035
A006380,11483.33333
A004310,1971.666667
A100840,27283.33333
A035150,1068.333333
A117580,0
A092440,9093.333333
A009440,4316.666667
A001390,11250
A005870,5913.333333
A016880,10600
A058860,0
A019440,0
A005980,2165
A006220,5616.666667
A002150,0
A011930,4408.333333
A004910,4113.333333
A013570,6896.666667
A075180,4336.666667
A014130,24883.33333
A041650,2488.333333
A002360,463.3333333
A063160,14350
A016710,8036.666667
A123690,0
A009160,3846.666667
A006490,1926.666667
A035510,60233.33333
A094280,4810
A014790,16350
A002300,29866.66667
A002700,550
A003480,11933.33333
A006370,11533.33333
A035000,9683.333333
A004870,525
A012030,15433.33333
A003650,46200
A002820,35666.66667
A016610,5843.333333
A003160,1591.666667
A000890,19166.66667
A002310,12866.66667
A002210,1300
A002460,5800
A015890,4935
A012690,800
A030210,3416.666667
A100220,11366.66667
A001820,10536.66667
A019300,1383.333333
A004770,990
A001530,55166.66667
A004560,9723.333333
A004890,68933.33333
A003280,983.3333333
A023000,0
A006090,10900
A058430,25916.66667
A008350,708.3333333
A003350,3753.333333
A024090,8123.333333
A003830,69400
A163560,0
A005190,15633.33333
A005800,109333.3333
A047400,10816.66667
A002170,23716.66667
A034590,24116.66667
A014990,1105
A014910,1593.333333
A093240,2678.333333
A011150,3056.666667
A008600,2795
A053690,13900
A110570,0
A001380,11013.33333
A014530,15233.33333
A075580,0
A017900,3828.333333
A003960,16066.66667
A001470,17516.66667
A078000,7400
A105840,0
A006340,4651.666667
A068290,3733.333333
A018470,7836.666667
A024890,1413.333333
A134380,0
A014710,0
A025750,1516.666667
A008040,3786.666667
A000650,43166.66667
A103130,0
A000850,39383.33333
A004720,495
A003080,31583.33333
A009200,8296.666667
A058850,0
A009270,1623.333333
A006980,1818.333333
A005430,41166.66667
A002100,4008.333333
A012170,4101.666667
A001260,5273.333333
A015260,968.3333333
A077970,20533.33333
A123700,2676.666667
A007120,1276.666667
A033180,1445
A079660,10800
A014160,435
A004080,9906.666667
A021050,3243.333333
A002600,64400
A001020,7153.333333
A007110,1040
A145210,0
A000300,2100
A018500,613.3333333
A008970,1346.666667
A009070,19883.33333
A077500,3343.333333
A002720,3458.333333
A008250,11316.66667
A006880,0
A003610,14116.66667
A020760,8626.666667
A007190,4405
A005010,15850
A008700,3950
A002920,2408.333333
A002900,7266.666667
A017180,3240
A013580,16183.33333
A129260,0
A005360,1733.333333
A017550,801.6666667
A012800,1578.333333
A007590,6366.666667
A012280,568.3333333
A000500,29350
A017040,1863.333333
A004450,21366.66667
A009770,38616.66667
A028100,15533.33333
A001750,9540
A081000,13716.66667
A010960,3113.333333
A000220,6353.333333
A016590,15783.33333
A084670,26000
A016380,10366.66667
A027740,1171.666667
A011690,13273.33333
A006570,4113.333333
A005960,6636.666667
A013000,855
A013870,0
A133820,0
A011330,338.3333333
A000590,138066.6667
A001340,37766.66667
A083420,21383.33333
A010100,10483.33333
A118000,730
A023800,3640
A032560,7746.666667
A025530,5080
A001570,678.3333333
A071970,11973.33333
A214330,0
A120030,86500
A006660,7210
A001080,17766.66667
A002200,12200
A008260,2650
A001210,50633.33333
A015230,17566.66667
A144620,0
A014440,2926.666667
A104120,4231.666667
A011700,1778.333333
A058730,2728.333333
A014580,19500
A008870,35083.33333
A015590,2905
A023810,2980
A011420,2301.666667
A002760,2916.666667
A015020,721.6666667
A072130,5618.333333
A006890,4921.666667
A009310,2740
A004270,8743.333333
A128820,0
A005320,400
A010040,3391.666667
A001290,2095
A155660,0
A004100,6656.666667
A024070,4288.333333
A030790,1316.666667
A090080,1681.666667
A004090,59800
A119650,15166.66667
A210540,0
A009460,800
A092220,1066.666667
A000910,5440
A004740,2381.666667
A001620,1503.333333
A001560,4256.666667
A005420,6656.666667
A104110,3735
A006740,16533.33333
A003780,1936.666667
A011810,18533.33333
A109070,1441.666667
A002070,33296.66667
A023450,16233.33333
A009190,1345
A017370,3031.666667
A011500,4436.666667
A088790,2178.333333
A024900,8950
A071950,1570
A013360,7316.666667
A093230,10213.33333
A009320,1983.333333
A023350,0
A011300,2811.666667
A000950,35050
A004410,2443.333333
A031820,1130
A012600,9933.333333
A002410,5796.666667
A000760,8346.666667
A001070,28466.66667
A023150,4476.666667
A000520,6080
A013700,5773.333333
A002710,4841.666667
A010660,17716.66667
A008110,3335
A003580,9070
A069730,4526.666667
A008420,2613.333333
A003720,14050
A010770,2498.333333
A051630,980
A026940,2336.666667
A001550,9863.333333
A004140,2706.666667
A009180,2311.666667
A005620,76800
A003680,13183.33333
A033250,898.3333333
A005070,4753.333333
A002140,3850
A044380,695
A002690,0
A020120,2575
A090370,4201.666667
A049800,1835
A005820,10536.66667
A007610,2575
A025820,1658.333333
A009810,730
A005030,3288.333333
